Forma;Lemma originale;Lemma corretto;Postag originale;Postag corretto;Tipo modifica
κάλλιστος;['καλός'];['καλός'];['a-s---mn-', 'a-s---mns', 'a-s---mns-----'];['a-s---mns'];postag
κάταντες;['κατάντης'];['κατάντης'];['a-s---na_'];['a-s---na-'];postag
καί;['καί'];['καί'];['c--------', 'd--------', 'd-------_'];['c--------', 'd--------'];postag
καθαρίως;['καθάρειος'];['καθάρειος'];['d-------p'];['d--------'];postag
καθαρείως;['καθάρειος'];['καθάρειος'];['d-------p'];['d--------'];postag
καθαρῶς;['καθαρός'];['καθαρός'];['d--------', 'd-------_'];['d--------'];postag
καθηκόντως;['καθήκω'];['καθήκω'];['d-------p'];['d--------'];postag
καιρίως;['καίριος'];['καίριος'];['d--------', 'd-------p'];['d--------'];postag
κακίστους;['κακός'];['κακός'];['a-p---ma-', 'a-p---mas'];['a-p---mas'];postag
κακοπαθῶς;['κακοπαθής'];['κακοπαθής'];['d-------p'];['d--------'];postag
κακῶς;['κακός'];['κακός'];['d--------', 'd-------_', 'd-------p'];['d--------'];postag
καλά;['καλός'];['καλός'];['a-p---na-', 'a-p---nap', 'a-p---nn-', 'a-p---nnp'];['a-p---na-', 'a-p---nn-'];postag
καλεῖσθαι;['καλέω'];['καλέω'];['v--fnm---', 'v--pne---', 'v--pnm--------'];['v--fnm---', 'v--pne---', 'v--pnm---'];postag
καλλίστη;['καλός'];['καλός'];['a-s---fn-', 'a-s---fns'];['a-s---fns'];postag
καλλίστην;['καλός'];['καλός'];['a-s---fa-', 'a-s---fas'];['a-s---fas'];postag
καλλίστους;['καλός'];['καλός'];['a-p---ma-', 'a-p---mas'];['a-p---mas'];postag
καλλίστῳ;['καλός'];['καλός'];['a-s---md-', 'a-s---nds'];['a-s---mds', 'a-s---nds'];postag
καλλίχειρας;['καλλίχειρ'];['καλλίχειρ'];['a-p---fa_'];['a-p---fa-'];postag
καλὰ;['καλός'];['καλός'];['a-p---na-', 'a-p---na_', 'a-p---nn-', 'a-p---nn_'];['a-p---na-', 'a-p---nn-'];postag
καλῶς;['καλός'];['καλός'];['d--------', 'd-------p'];['d--------'];postag
καρτερῶς;['καρτερός'];['καρτερός'];['d-------p'];['d--------'];postag
κατά;['κατά'];['κατά'];['c--------', 'd--------', 'd-------_', 'r--------'];['c--------', 'd--------', 'r--------'];postag
καταγελάστως;['καταγέλαστος'];['καταγέλαστος'];['d-------p'];['d--------'];postag
καταδεεστέρα;['καταδεής'];['καταδεής'];['a-s---fnc', 'a-s---fnc-----'];['a-s---fnc'];postag
κατακεκλεικὼς;['κατακλείω'];['κατακλείω'];['v-srpamn_'];['v-srpamn-'];postag
κατακόρως;['κατάκορος'];['κατάκορος'];['d-------p'];['d--------'];postag
καταλελειμμέναι;['καταλείπω'];['καταλείπω'];['v-prpefn_'];['v-prpefn-'];postag
καταφρονητικῶς;['καταφρονητικός'];['καταφρονητικός'];['d-------p'];['d--------'];postag
καταχωσθεῖσα;['καταχώννυμι'];['καταχώννυμι'];['v-sappfn_-----'];['v-sappfn_'];postag
κατεσχημένοι;['κατέχω'];['κατέχω'];['v-prpmmn_'];['v-prpmmn-'];postag
κατηγορικῶς;['κατηγορικός'];['κατηγορικός'];['d-------p'];['d--------'];postag
κατωτέρω;['κάτω'];['κάτω'];['d-------c-----'];['d-------c'];postag
κγ᾽;['κγ᾽'];['κγ᾽'];['a-_---___'];['m--------'];postag
κείμενʼ;['κεῖμαι'];['κεῖμαι'];['v-pppmnn_'];['v-pppmnn-'];postag
κεφαλαιωδῶς;['κεφαλαιώδης'];['κεφαλαιώδης'];['d--------', 'd-------p'];['d--------'];postag
κηδεμονικῶς;['κηδεμονικός'];['κηδεμονικός'];['d-------p'];['d--------'];postag
κηροχρῶτος;['κηρόχρως'];['κηρόχρως'];['a-s---ng_'];['a-s---ng-'];postag
κλεπτιστάτους;['κλεπτίστατος'];['κλεπτίστατος'];['a-p---ma-'];['a-p---mas'];postag
κνισότερος;['κνισός'];['κνισός'];['a-s---mnc-----'];['a-s---mnc'];postag
κοινῆς;['κοινός'];['κοινός'];['a-s---fg-', 'a-s---fgp-----'];['a-s---fg-'];postag
κολοττιαῖον;['κολοσσιαῖος'];['κολοσσιαῖος'];['a-s---ma_'];['a-s---ma-'];postag
κομψῶς;['κομψός'];['κομψός'];['d-------p'];['d--------'];postag
κριθέντʼ;['κρίνω'];['κρίνω'];['v-sappma_'];['v-sappma-'];postag
λ;['λ'];['λ'];['m-_---__-'];['m--------'];postag
λαβὼν;['λαμβάνω'];['λαμβάνω'];['v-sapamn-', 'v-sapamn_'];['v-sapamn-'];postag
λαθραίαν;['λαθραῖος'];['λαθραῖος'];['a-s---fa-', 'a-s---fap'];['a-s---fa-'];postag
λαθραίως;['λαθραῖος'];['λαθραῖος'];['d-------_'];['d--------'];postag
λαμπρῶς;['λαμπρός'];['λαμπρός'];['d--------', 'd-------p'];['d--------'];postag
λα᾽;['λα᾽'];['λα᾽'];['a-_---___'];['m--------'];postag
λεπτότερα;['λεπτός'];['λεπτός'];['a-p---nac-----'];['a-p---nac'];postag
λεπτότερον;['λεπτός'];['λεπτός'];['a-s---mac-----'];['a-s---mac'];postag
λε᾽;['λε᾽'];['λε᾽'];['a-_---___'];['m--------'];postag
λιπαρῶς;['λιπαρῶς'];['λιπαρῶς'];['d-------p'];['d--------'];postag
λῃστρικῶς;['λῃστρικός'];['λῃστρικός'];['d-------p'];['d--------'];postag
μάλʼ;['μάλα'];['μάλα'];['d-------_'];['d--------'];postag
μάλα;['μάλα'];['μάλα'];['d--------', 'd-------p-----'];['d--------'];postag
μέγα;['μέγας'];['μέγας'];['a-s---fn_', 'a-s---na-', 'a-s---nn-'];['a-s---fn-', 'a-s---na-', 'a-s---nn-'];postag
μέγιστα;['μέγας'];['μέγας'];['a-p---na-', 'a-p---nas', 'a-p---nn-', 'a-p---nns'];['a-p---nas', 'a-p---nns'];postag
μέγισταί;['μέγας'];['μέγας'];['a-p---fn-'];['a-p---fns'];postag
μέγισται;['μέγας'];['μέγας'];['a-p---fn-', 'a-p---fns'];['a-p---fns'];postag
μέγιστοί;['μέγας'];['μέγας'];['a-p---mn-'];['a-p---mns'];postag
μέγιστοι;['μέγας'];['μέγας'];['a-p---mn-'];['a-p---mns'];postag
μέγιστον;['μέγας'];['μέγας'];['a-s---ma-', 'a-s---mas', 'a-s---na-', 'a-s---nas', 'a-s---nn-', 'a-s---nns'];['a-s---mas', 'a-s---nas', 'a-s---nns'];postag
μέγιστος;['μέγας'];['μέγας'];['a-s---mn-', 'a-s---mns'];['a-s---mns'];postag
μέγιστόν;['μέγας'];['μέγας'];['a-s---na-', 'a-s---nn-', 'a-s---nns'];['a-s---nas', 'a-s---nns'];postag
μέλλον;['μέλλω'];['μέλλω'];['v-sppana-', 'v-sppana_', 'v-sppann-'];['v-sppana-', 'v-sppann-'];postag
μέντʼ;['μέντοι'];['μέντοι'];['d-------_'];['d--------'];postag
μή-;['μή'];['μή'];['d-------_'];['d--------'];postag
μήθʼ;['μήτε'];['μήτε'];['d-------_'];['d--------'];postag
μήν;['μήν'];['μήν'];['d--------', 'd-------------'];['d--------'];postag
μήποτ’;['μήποτε'];['μήποτε'];['d-------_'];['d--------'];postag
μαλακῶς;['μαλακός'];['μαλακός'];['d--------', 'd-------p'];['d--------'];postag
με;['ἐγώ'];['ἐγώ'];['p-s----a-', 'p-s---ma-', 'p1s---fa-', 'p1s---ma-'];['p1s----a-', 'p1s---fa-', 'p1s---ma-'];postag
μείζονας;['μέγας'];['μέγας'];['a-p---fac-----', 'a-p---mac'];['a-p---fac', 'a-p---mac'];postag
μείζους;['μέγας'];['μέγας'];['a-p---fac', 'a-p---fnc', 'a-p---fnc-----', 'a-p---mac', 'a-p---mnc'];['a-p---fac', 'a-p---fnc', 'a-p---mac', 'a-p---mnc'];postag
μείους;['μείων'];['μείων'];['a-p---mnc-----'];['a-p---mnc'];postag
μεγάλα;['μέγας'];['μέγας'];['a-d---fn-', 'a-p---na-', 'a-p---na_', 'a-p---nd-', 'a-p---nn-', 'a-s---fn-', 'a-s---na-'];['a-d---fn-', 'a-p---na-', 'a-p---nd-', 'a-p---nn-', 'a-s---fn-', 'a-s---na-'];postag
μεγάλαι;['μέγας'];['μέγας'];['a-p---fn-', 'a-p---fnp', 'a-s---fd-'];['a-p---fn-', 'a-s---fd-'];postag
μεγάλην;['μέγας'];['μέγας'];['a-s---fa-', 'a-s---fas'];['a-s---fa-'];postag
μεγάλοι;['μέγας'];['μέγας'];['a-p---mn-', 'a-p---mn_', 'a-p---mnp', 'a-p---mv-'];['a-p---mn-', 'a-p---mv-'];postag
μεγάλοις;['μέγας'];['μέγας'];['a-p---md-', 'a-p---mdp', 'a-p---nd-', 'a-p---ndp'];['a-p---md-', 'a-p---nd-'];postag
μεγάλοισί;['μέγας'];['μέγας'];['a-p---nd_'];['a-p---nd-'];postag
μεγάλου;['μέγας'];['μέγας'];['a-s---mg-', 'a-s---mg_', 'a-s---ng-', 'a-s---ng_'];['a-s---mg-', 'a-s---ng-'];postag
μεγάλων;['μέγας'];['μέγας'];['a-p---fg-', 'a-p---mg-', 'a-p---ng-', 'a-p---ngp'];['a-p---fg-', 'a-p---mg-', 'a-p---ng-'];postag
μεγάλῳ;['μέγας'];['μέγας'];['a-s---md-', 'a-s---mdp', 'a-s---nd-', 'a-s---ndp'];['a-s---md-', 'a-s---nd-'];postag
μεγίσταις;['μέγας'];['μέγας'];['a-p---fd-', 'a-p---fds'];['a-p---fds'];postag
μεγίστας;['μέγας'];['μέγας'];['a-p---fa-', 'a-p---fas'];['a-p---fas'];postag
μεγίστη;['μέγας'];['μέγας'];['a-s---fn-', 'a-s---fns'];['a-s---fns'];postag
μεγίστην;['μέγας'];['μέγας'];['a-s---fa-', 'a-s---fas'];['a-s---fas'];postag
μεγίστης;['μέγας'];['μέγας'];['a-s---fg-', 'a-s---fgs'];['a-s---fgs'];postag
μεγίστοις;['μέγας'];['μέγας'];['a-p---md-', 'a-p---mds', 'a-p---mds-----', 'a-p---nd-', 'a-p---nds'];['a-p---md-', 'a-p---mds', 'a-p---nds'];postag
μεγίστων;['μέγας'];['μέγας'];['a-p---fgs', 'a-p---mg-', 'a-p---mgs', 'a-p---ng-', 'a-p---ngs'];['a-p---fgs', 'a-p---mgs', 'a-p---ngs'];postag
μεγίστῳ;['μέγας'];['μέγας'];['a-s---md-', 'a-s---mds', 'a-s---nd-', 'a-s---nds'];['a-s---mds', 'a-s---nd-', 'a-s---nds'];postag
μεγαλομερῶς;['μεγαλομερής'];['μεγαλομερής'];['d-------p'];['d--------'];postag
μεγαλοψύχως;['μεγαλόψυχος'];['μεγαλόψυχος'];['d--------', 'd-------p'];['d--------'];postag
μεθοδικῶς;['μεθοδικός'];['μεθοδικός'];['d-------p'];['d--------'];postag
μεμιαμμένων;['μιαίνω'];['μιαίνω'];['v-prppng_'];['v-prppng-'];postag
μεσογείου;['μεσόγαιος'];['μεσόγαιος'];['a-s---fg_'];['a-s---fg-'];postag
μεσογείῳ;['μεσόγαιος'];['μεσόγαιος'];['a-s---fd_', 'a-s---nd-'];['a-s---fd-', 'a-s---nd-'];postag
μεστοὺς;['μεστός'];['μεστός'];['a-p---fa_'];['a-p---fa-'];postag
μεσόγειον;['μεσόγαιος'];['μεσόγαιος'];['a-s---fa_'];['a-s---fa-'];postag
μετʼ;['μετά'];['μετά'];['d-------_', 'r--------'];['d--------', 'r--------'];postag
μετρίως;['μέτριος'];['μέτριος'];['d--------', 'd-------_', 'd-------p'];['d--------'];postag
μετριωτάτων;['μέτριος'];['μέτριος'];['a-p---mgs-----'];['a-p---mgs'];postag
μετ᾽;['μετά'];['μετά'];['d--------', 'd-------_', 'r--------'];['d--------', 'r--------'];postag
μεῖζον;['μέγας'];['μέγας'];['a-s---nac', 'a-s---ndc-----', 'a-s---nnc'];['a-s---nac', 'a-s---ndc', 'a-s---nnc'];postag
μηδέν;['μηδείς'];['μηδείς'];['a-s---na_', 'p-s---na-', 'p-s---nn-'];['a-s---na-', 'p-s---na-', 'p-s---nn-'];postag
μηδένα;['μηδείς'];['μηδείς'];['a-s---ma_', 'p-p---na-', 'p-s---ma-', 'p-s---na-'];['a-s---ma-', 'p-p---na-', 'p-s---ma-', 'p-s---na-'];postag
μηδέν᾽;['μηδείς'];['μηδείς'];['a-s---fa_', 'p-s---ma-'];['a-s---fa-', 'p-s---ma-'];postag
μηδέποτʼ;['μηδέποτε'];['μηδέποτε'];['d-------_'];['d--------'];postag
μηδεμιᾶς;['μηδείς'];['μηδείς'];['a-s---fg-', 'a-s---fg_', 'p-s---fg-'];['a-s---fg-', 'p-s---fg-'];postag
μηδεμιᾷ;['μηδείς'];['μηδείς'];['a-s---fd_'];['a-s---fd-'];postag
μηδενί;['μηδείς'];['μηδείς'];['a-s---md-', 'a-s---md_', 'a-s---nd_'];['a-s---md-', 'a-s---nd-'];postag
μηδενὶ;['μηδείς'];['μηδείς'];['a-s---fd_', 'a-s---md_', 'p-s---md-', 'p-s---nd-'];['a-s---fd-', 'a-s---md-', 'p-s---md-', 'p-s---nd-'];postag
μηδενὸς;['μηδείς'];['μηδείς'];['a-s---ng_', 'p-s---mg-', 'p-s---ng-'];['a-s---ng-', 'p-s---mg-', 'p-s---ng-'];postag
μηδεὶς;['μηδείς'];['μηδείς'];['a-s---mn-', 'a-s---mn_', 'p-s---mn-'];['a-s---mn-', 'p-s---mn-'];postag
μηδὲν;['μηδείς'];['μηδείς'];['a-s---na-', 'a-s---na_', 'a-s---nn_', 'p-s---na-', 'p-s---nn-'];['a-s---na-', 'a-s---nn-', 'p-s---na-', 'p-s---nn-'];postag
μικρά;['μικρός'];['μικρός'];['a-p---na-', 'a-p---nn-', 'a-s---fnp'];['a-p---na-', 'a-p---nn-', 'a-s---fn-'];postag
μνημονεύεται;['μνημονεύω'];['μνημονεύω'];['v3spie---', 'v3spie--------'];['v3spie---'];postag
μνημονεύω;['μνημονεύω'];['μνημονεύω'];['v1spia---', 'v1spia--------'];['v1spia---'];postag
μοι;['ἐγώ'];['ἐγώ'];['p-s----d-', 'p-s---fd-', 'p-s---md-', 'p1s---fd-', 'p1s---md-'];['p1s----d-', 'p1s---fd-', 'p1s---md-'];postag
μολιβδᾶ;['μολύβδεος'];['μολύβδεος'];['a-p---na_'];['a-p---na-'];postag
μου;['ἐγώ'];['ἐγώ'];['p-s----g-', 'p-s---fg-', 'p1s---mg-'];['p1s----g-', 'p1s---fg-', 'p1s---mg-'];postag
μοχθηρῶς;['μοχθηρός'];['μοχθηρός'];['d-------p'];['d--------'];postag
νβ᾽;['νβ᾽'];['νβ᾽'];['a-_---___'];['m--------'];postag
νεῦον;['νεύω'];['νεύω'];['v-sppamn_', 'v-sppann-'];['v-sppamn-', 'v-sppann-'];postag
νομίμους;['νόμιμος'];['νόμιμος'];['a-p---fa-', 'a-p---fa_'];['a-p---fa-'];postag
νομίμως;['νόμιμος'];['νόμιμος'];['d--------', 'd-------p'];['d--------'];postag
νουνεχῶς;['νουνεχής'];['νουνεχής'];['d--------', 'd-------p'];['d--------'];postag
νᾶτορ;['νάτωρ'];['νάτωρ'];['a-s---mvp'];['a-s---mv-'];postag
ν᾽;['ν᾽'];['ν᾽'];['a-_---___'];['m--------'];postag
ξένως;['ξένος'];['ξένος'];['d-------p'];['d--------'];postag
ξηρᾶς;['ξηρός'];['ξηρός'];['a-p---fap'];['a-p---fa-'];postag
ξυμφόρως;['σύμφορος'];['σύμφορος'];['d-------p'];['d--------'];postag
ξυνήθη;['ξυνήθης'];['ξυνήθης'];['a-s---fa_'];['a-s---fa-'];postag
ου;['ου'];['ου'];['n-_---__-'];['n--------'];postag
οἰκουμέναις;['οἰκέω'];['οἰκέω'];['v-pppefd-', 'v-pppefd_'];['v-pppefd-'];postag
οἰκουμένη;['οἰκέω', 'οἰκουμένη'];['οἰκέω', 'οἰκουμένη'];['n-s---fn-', 'v-sppefn_'];['n-s---fn-', 'v-sppefn-'];postag
οἰκτρῶς;['οἰκτρός'];['οἰκτρός'];['d-------p'];['d--------'];postag
οἰκῶν;['οἰκέω'];['οἰκέω'];['v-sppamn_'];['v-sppamn-'];postag
οἵδε;['ὅδε'];['ὅδε'];['a-p---mn_', 'p-p---mn-'];['a-p---mn-', 'p-p---mn-'];postag
οἷʼ;['οἷος'];['οἷος'];['a-p---nn_'];['a-p---nn-'];postag
οἷοίʼ;['οἷος'];['οἷος'];['a-p---mn_'];['a-p---mn-'];postag
οἷοίτε;['οἷος'];['οἷος'];['a-p---mn_'];['a-p---mn-'];postag
οἷς;['ὅς'];['ὅς'];['a-p---md-', 'a-p---md_', 'a-p---nd_', 'p-p---md-', 'p-p---nd-'];['a-p---md-', 'a-p---nd-', 'p-p---md-', 'p-p---nd-'];postag
οὐδέν;['οὐδείς'];['οὐδείς'];['a-s---na-', 'a-s---na_', 'a-s---nn-', 'a-s---nn_', 'p-s---na-', 'p-s---nn-'];['a-s---na-', 'a-s---nn-', 'p-s---na-', 'p-s---nn-'];postag
οὐδένα;['οὐδείς'];['οὐδείς'];['a-s---ma-', 'a-s---ma_', 'p-p---na-', 'p-s---fa-', 'p-s---ma-'];['a-s---ma-', 'p-p---na-', 'p-s---fa-', 'p-s---ma-'];postag
οὐδέν᾽;['οὐδείς'];['οὐδείς'];['a-s---ma_', 'p-s---ma-'];['a-s---ma-', 'p-s---ma-'];postag
οὐδέποτʼ;['οὐδέποτε'];['οὐδέποτε'];['d-------_'];['d--------'];postag
οὐδαμινόν;['οὐδαμινός'];['οὐδαμινός'];['a-s---map'];['a-s---ma-'];postag
οὐδείς;['οὐδείς'];['οὐδείς'];['a-s---mn-', 'a-s---mn_', 'p-s---mn-'];['a-s---mn-', 'p-s---mn-'];postag
οὐδεμιᾶς;['οὐδείς'];['οὐδείς'];['a-s---fg-', 'a-s---fg_', 'p-s---fg-'];['a-s---fg-', 'p-s---fg-'];postag
οὐδεμιᾷ;['οὐδείς'];['οὐδείς'];['a-s---fd_', 'p-s---fd-'];['a-s---fd-', 'p-s---fd-'];postag
οὐδενός;['οὐδείς'];['οὐδείς'];['a-s---mg-', 'a-s---ng_', 'p-s---mg-', 'p-s---ng-'];['a-s---mg-', 'a-s---ng-', 'p-s---mg-', 'p-s---ng-'];postag
οὐδενὶ;['οὐδείς'];['οὐδείς'];['a-s---md-', 'a-s---md_', 'a-s---nd_', 'p-s----d-', 'p-s---md-', 'p-s---nd-'];['a-s---md-', 'a-s---nd-', 'p-s----d-', 'p-s---md-', 'p-s---nd-'];postag
οὐδενὸς;['οὐδείς'];['οὐδείς'];['a-s---mg-', 'a-s---mg_', 'a-s---ng_', 'p-s----g-', 'p-s---mg-', 'p-s---ng-'];['a-s---mg-', 'a-s---ng-', 'p-s----g-', 'p-s---mg-', 'p-s---ng-'];postag
οὐδεὶς;['οὐδείς'];['οὐδείς'];['a-s---mn-', 'a-s---mn_', 'p-s---mn-'];['a-s---mn-', 'p-s---mn-'];postag
οὐδὲν;['οὐδείς'];['οὐδείς'];['a-s---na-', 'a-s---na_', 'a-s---nn-', 'a-s---nn_', 'p-s---na-', 'p-s---nn-'];['a-s---na-', 'a-s---nn-', 'p-s---na-', 'p-s---nn-'];postag
οὐθείς;['οὐδείς'];['οὐδείς'];['a-s---mn_'];['a-s---mn-'];postag
οὐθὲν;['οὐδείς'];['οὐδείς'];['a-s---na_', 'a-s---nn_', 'p-s---na-', 'p-s---nn-'];['a-s---na-', 'a-s---nn-', 'p-s---na-', 'p-s---nn-'];postag
οὐκ;['οὐ'];['οὐ'];['c--------', 'd--------', 'd-------------'];['c--------', 'd--------'];postag
οὐκέθʼ;['οὐκέτε'];['οὐκέτε'];['d-------_'];['d--------'];postag
οὐμοῦ;['ἐμός'];['ἐμός'];['a-s---mg_'];['a-s---mg-'];postag
οὐμφανὲς;['ἐμφανής'];['ἐμφανής'];['a-s---nap'];['a-s---na-'];postag
οὐναντίον;['ἐναντίος'];['ἐναντίος'];['a-s---nap', 'a-s---nnp'];['a-s---na-', 'a-s---nn-'];postag
οὐπίσω;['ὀπίσω'];['ὀπίσω'];['d--------', 'd-------_'];['d--------'];postag
οὐπώποτʼ;['οὔπω'];['οὔπω'];['d-------_'];['d--------'];postag
οὑτοσί;['οὗτος'];['οὗτος'];['a-s---mn-', 'a-s---mn_', 'p-s---mn-'];['a-s---mn-', 'p-s---mn-'];postag
οὑτοσὶ;['οὗτος'];['οὗτος'];['a-s---mn-', 'a-s---mn_', 'p-s---mn-'];['a-s---mn-', 'p-s---mn-'];postag
οὓς;['ὅς'];['ὅς'];['a-p---ma_', 'a-p---map', 'p-p---ma-'];['a-p---ma-', 'p-p---ma-'];postag
οὔμπαλιν;['ἔμπαλιν'];['ἔμπαλιν'];['d-------p'];['d--------'];postag
οὔμπροσθεν;['ἔμπροσθεν'];['ἔμπροσθεν'];['d--------', 'd-------_'];['d--------'];postag
οὔπισθεν;['ὄπισθεν'];['ὄπισθεν'];['d-------_'];['d--------'];postag
οὔποτʼ;['οὔποτε'];['οὔποτε'];['d-------_'];['d--------'];postag
οὔτις;['οὔτις'];['οὔτις'];['a-s---fn_'];['a-s---fn-'];postag
οὕς;['ὅς'];['ὅς'];['a-p---ma_', 'p-p---ma-'];['a-p---ma-', 'p-p---ma-'];postag
οὕστινας;['ὅστις'];['ὅστις'];['a-p---ma_', 'p-p---ma-'];['a-p---ma-', 'p-p---ma-'];postag
οὖσα;['εἰμί'];['εἰμί'];['v-spgafn-', 'v-sppafn-', 'v-sppmfn-'];['v-sppafn-', 'v-sppmfn-'];postag
οὖσαν;['εἰμί'];['εἰμί'];['v-sppafa-', 'v-sppafa_'];['v-sppafa-'];postag
οὗτοί;['οὗτος'];['οὗτος'];['a-p---mn_', 'p-p---mn-'];['a-p---mn-', 'p-p---mn-'];postag
οὗτοι;['οὗτος'];['οὗτος'];['a-p---mn-', 'a-p---mn_', 'p-p---mn-', 'p-p---mv-'];['a-p---mn-', 'p-p---mn-', 'p-p---mv-'];postag
