;form;lemmi;postag
1099;κατὰ;['κατά'];['r--------']
1100;κατάστασιν;['κατάστασις'];['n-s---fa-']
1101;καταβάντες;['καταβαίνω'];['v-papamn-']
1102;καταβαίνειν;['καταβαίνω'];['v--pna---']
1103;καταβαίνοντος;['καταβαίνω'];['v-sppamg-']
1104;καταγεγηρακυῖαν;['καταγηράσκω'];['v-srpafa-']
1105;καταδίκους;['κατάδικος'];['a-p---ma-']
1106;καταλιπεῖν;['καταλείπω'];['v--ana---']
1107;καταλιπὼν;['καταλείπω'];['v-sapamn-']
1108;καταλύσαντες;['καταλύω'];['v-papamn-']
1109;καταμαρτυρήσασα;['καταμαρτυρέω'];['v-sapafn-']
1110;καταξαίνειν;['καταξαίνω'];['v--pna---']
1111;καταπαύουσι;['καταπαύω'];['v3ppia---']
1112;κατασταθέντες;['καθίστημι'];['v-pappmn-']
1113;καταστήσῃ;['καθίστημι'];['v3sasa---']
1114;κατατιθεμένων;['κατατίθημι'];['v-pppmmg-']
1115;καταφανεῖς;['καταφανής'];['a-p---ma-']
1116;καταφρονεῖν;['καταφρονέω'];['v--pna---']
1117;κατέβαινεν;['καταβαίνω'];['v3siia---']
1118;κατέλιπεν;['καταλείπω'];['v3saia---']
1119;κατέπαυε;['καταπαύω'];['v3siia---']
1120;κατέπλησαν;['καταπίμπλημι'];['v3paia---']
1121;κατέστησαν;['καθίστημι'];['v3paia---']
1122;κατέσχεν;['κατέχω'];['v3saia---']
1123;κατέταξεν;['κατατάσσω'];['v3saia---']
1124;κατέφυγεν;['καταφεύγω'];['v3saia---']
1125;κατειρωνευόμενος;['κατειρωνεύομαι'];['v-sppmmn-']
1126;κατεκάλυψε;['κατακαλύπτω'];['v3saia---']
1127;κατεσχέθησαν;['κατέχω'];['v3paip---']
1128;κατεψηφίσαντο;['καταψηφίζομαι'];['v3paim---']
1129;κατήγαγον;['κατάγω'];['v3paia---']
1130;κατήπειξαν;['κατεπείγω'];['v3paia---']
1131;κατηγόρει;['κατηγορέω'];['v3siia---']
1132;κατηκόους;['κατήκοος'];['a-p---ma-']
1133;κατορθούμενον;['κατορθόω'];['v-sppmna-']
1134;κατ’;['κατά'];['r--------']
1135;κέκτηνται;['κτάομαι'];['v3prim---']
1136;κείμενον;['κεῖμαι'];['v-sppmma-']
1137;κεκομισμένων;['κομίζω'];['v-prpmmg-']
1138;κεκτῆσθαι;['κτάομαι'];['v--rnm---']
1139;κεκτημένοι;['κτάομαι'];['v-prpmmn-']
1140;κελεύει;['κελεύω'];['v3spia---']
1141;κελεύοντος;['κελεύω'];['v-sppamg-']
1142;κελεύσας;['κελεύω'];['v-sapamn-']
1143;κελευόντων;['κελεύω'];['v-pppamg-']
1144;κενῆς;['κενός'];['a-s---fg-']
1145;κεφάλαια;['κεφάλαιος'];['a-p---nn-']
1146;κεφαλὴν;['κεφαλή'];['n-s---fa-']
1147;κεφαλῇ;['κεφαλή'];['n-s---fd-']
1148;κεχαρισμένως;['κεχαρισμένως'];['d--------']
1149;κεχρημένος;['χράω'];['v-srpmmn-']
1150;κίνημα;['κίνημα'];['n-s---nn-']
1151;κινδυνεύοντες;['κινδυνεύω'];['v-pppamn-']
1152;κλάρια;['κλήριος'];['a-p---na-']
1153;κλαίων;['κλαίω'];['v-sppamn-']
1154;κλεῖσαι;['κλείω'];['v--ana---']
1155;κλήρους;['κλῆρος'];['n-p---ma-']
1156;κλῆρον;['κλῆρος'];['n-s---ma-']
1157;κλύειν;['κλύω'];['v--pna---']
1158;κόλακι;['κόλαξ'];['n-s---md-']
1159;κόμης;['κόμη'];['n-s---fg-']
1160;κόσμος;['κόσμος'];['n-s---mn-']
1161;κοινῶν;['κοινός'];['a-p---ng-']
1162;κοινωνίαν;['κοινωνία'];['n-s---fa-']
1163;κομπάσαι;['κομπάζω'];['v--ana---']
1164;κράτος;['κράτος'];['n-s---nn-']
1165;κρείττων;['κρατύς'];['a-s---mnc']
1166;κρεμαμένην;['κρεμάννυμι'];['v-sppmfa-']
1167;κρίνουσι;['κρίνω'];['v3ppia---']
1168;κρίσεως;['κρίσις'];['n-s---fg-']
1169;κρίσιν;['κρίσις'];['n-s---fa-']
1170;κτήσει;['κτῆσις'];['n-s---fd-']
1171;κτηματικοὶ;['κτηματικός'];['a-p---mn-']
1172;κτησόμενος;['κτάομαι'];['v-sfpmmn-']
1173;κυβερνητῶν;['κυβερνήτης'];['n-p---mg-']
1174;κυρώσαντες;['κυρόω'];['v-papamn-']
1175;κωλύειν;['κωλύω'];['v--pna---']
1176;κωλύσων;['κωλύω'];['v-sfpamn-']
1177;κωφοῖς;['κωφός'];['a-p---nd-']
1178;λάθρα;['λάθρῃ'];['d--------']
1179;λαβεῖν;['λαμβάνω'];['v--ana---']
1180;λαβόντας;['λαμβάνω'];['v-papama-']
1181;λαβόντες;['λαμβάνω'];['v-papamn-']
1182;λαβόντι;['λαμβάνω'];['v-sapamd-']
1183;λαβοῦσαν;['λαμβάνω'];['v-sapafa-']
1184;λαμπρὰν;['λαμπρός'];['a-s---fa-']
1185;λαμπρότερον;['λαμπρός'];['a-s---nac']
1186;λέγειν;['λέγω'];['v--pna---']
1187;λέγεται;['λέγω'];['v3spim---']
1188;λέγοντι;['λέγω'];['v-sppamd-']
1189;λέγουσιν;['λέγω'];['v3ppia---']
1190;λέγων;['λέγω'];['v-sppamn-']
1191;λεγόντων;['λέγω'];['v-pppamg-']
1192;λεκτέον;['λεκτέος'];['a-s---nn-']
1193;λελουμένον;['λούω'];['v-srpmma-']
1194;λελυμένοι;['λύω'];['v-prpmmn-']
1195;λιτότητι;['λιτότης'];['n-s---fd-']
1196;λόγον;['λόγος'];['n-s---ma-']
1197;λόγος;['λόγος'];['n-s---mn-']
1198;λόγου;['λόγος'];['n-s---mg-']
1199;λογιζόμενος;['λογίζομαι'];['v-sppmmn-']
1200;λοιδορηθεὶς;['λοιδορέω'];['v-sappmn-']
1201;λοιπὸν;['λοιπός'];['a-s---na-']
1202;λουσάμενον;['λούω'];['v-sapmma-']
1203;λουτρὰ;['λουτρόν'];['n-p---na-']
1204;λουτρὸν;['λουτρόν'];['n-s---na-']
1205;λουτρόν;['λουτρόν'];['n-s---na-']
1206;λύπης;['λύπη'];['n-s---fg-']
1207;λύσαντες;['λύω'];['v-papamn-']
1208;λυσιτελῶν;['λυσιτελής'];['a-p---ng-']
1209;μάλιστα;['μάλα'];['d-------s']
1210;μάλιστά;['μάλα'];['d-------s']
1211;μάμμη;['μάμμη'];['n-s---fn-']
1212;μάμμης;['μάμμη'];['n-s---fg-']
1213;μάρτυρας;['μάρτυς'];['n-p---ma-']
1214;μάχαις;['μάχη'];['n-p---fd-']
1215;μάχεσθαι;['μάχομαι'];['v--pnm---']
1216;μάχεσθαί;['μάχομαι'];['v--pnm---']
1217;μάχῃ;['μάχη'];['n-s---fd-']
1218;μάχης;['μάχη'];['n-s---fg-']
1219;μᾶλλον;['μάλα'];['d-------c']
1220;μαλακία;['μαλακία'];['n-s---fn-']
1221;μαλακίας;['μαλακία'];['n-s---fg-']
1222;μαλακὸν;['μαλακός'];['a-s---ma-']
1223;μανίαν;['μανία'];['n-s---fa-']
1224;μανικὴν;['μανικός'];['a-s---fa-']
1225;μαντεῖα;['μαντεῖον'];['n-p---na-']
1226;μαντεῖον;['μαντεῖον'];['n-s---nn-']
1227;μαντικὴν;['μαντικός'];['a-s---fa-']
1228;μαχαιροφόρους;['μαχαιροφόρος'];['a-p---ma-']
1229;μαχεῖσθαι;['μάχομαι'];['v--fnm---']
1230;μαχομένων;['μάχομαι'];['v-pppmmg-']
1231;με;['ἐγώ'];['p-s---ca-']
1232;μὲν;['μέν'];['g--------']
1233;μέγα;['μέγας'];['a-s---na-']
1234;μέγαν;['μέγας'];['a-s---ma-']
1235;μέγας;['μέγας'];['a-s---mn-']
1236;μέγιστον;['μέγας'];['a-s---nas']
1237;μέμφῃ;['μέμφομαι'];['v2spim---']
1238;μένειν;['μένω'];['v--pna---']
1239;μένοντος;['μένω'];['v-sppamg-']
1240;μέντοι;['μέντοι'];['g--------']
1241;μέρεσιν;['μέρος'];['n-p---nd-']
1242;μέρος;['μέρος'];['n-s---na-']
1243;μέρους;['μέρος'];['n-s---ng-']
1244;μέσον;['μέσος'];['a-s---na-']
1245;μέχρι;['μέχρι'];['r--------']
1246;μεγάλην;['μέγας'];['a-s---fa-']
1247;μεγάλης;['μέγας'];['a-s---fg-']
1248;μεγάλου;['μέγας'];['a-s---mg-']
1249;μεγαλοψυχίᾳ;['μεγαλοψυχία'];['n-s---fd-']
1250;μεγαλοψυχίαν;['μεγαλοψυχία'];['n-s---fa-']
1251;μεγίστας;['μέγας'];['a-p---fas']
1252;μεγίστῳ;['μέγας'];['a-s---nds']
1253;μεθ’;['μετά'];['r--------']
1254;μεῖζον;['μέγας'];['a-s---nac']
1255;μειράκιον;['μειράκιον'];['n-s---na-']
1256;μεμένηκέ;['μένω'];['v3sria---']
1257;μεμιγμένον;['μείγνυμι'];['v-srpmna-']
1258;μεμφθεὶς;['μέμφομαι'];['v-sappmn-']
1259;μερισθῆναι;['μερίζω'];['v--anp---']
1260;μετὰ;['μετά'];['r--------']
1261;μεταβάλλων;['μεταβάλλω'];['v-sppamn-']
1262;μεταβαλοῦσαν;['μεταβάλλω'];['v-sapafa-']
1263;μεταβολήν;['μεταβολή'];['n-s---fa-']
1264;μεταβολῆς;['μεταβολή'];['n-s---fg-']
1265;μεταδόσεσι;['μετάδοσις'];['n-p---fd-']
1266;μετανοεῖ;['μετανοέω'];['v3spia---']
1267;μετανοεῖν;['μετανοέω'];['v--pna---']
1268;μεταπεμπομένας;['μεταπέμπω'];['v-pppmfa-']
1269;μεταπεμπομένων;['μεταπέμπω'];['v-pppmmg-']
1270;μεταπεμψάμενοι;['μεταπέμπω'];['v-papmmn-']
1271;μεταστάσεως;['μετάστασις'];['n-s---fg-']
1272;μεταστησάμενος;['μεθίστημι'];['v-sapmmn-']
1273;μετασχεῖν;['μετέχω'];['v--ana---']
1274;μεταφέροντι;['μεταφέρω'];['v-sppamd-']
1275;μετέπεσον;['μεταπίπτω'];['v3paia---']
1276;μετεσχηκότες;['μετέχω'];['v-prpamn-']
1277;μετοικισμῷ;['μετοικισμός'];['n-s---md-']
1278;μετ’;['μετά'];['r--------']
1279;μη;['μή'];['d--------']
1280;μὴ;['μή'];['d--------']
1281;μὴν;['μήν'];['g--------']
1282;μή;['μή'];['d--------']
1283;μήτηρ;['μήτηρ'];['n-s---fn-']
1284;μῆνα;['μείς'];['n-s---ma-']
1285;μηδὲν;['μηδείς'];['p-s---na-']
1286;μηδέπω;['μηδέπω'];['d--------']
1287;μηδενὸς;['μηδείς'];['p-s---mg-']
1288;μητέρα;['μήτηρ'];['n-s---fa-']
1289;μητέρας;['μήτηρ'];['n-p---fa-']
1290;μητρὸς;['μήτηρ'];['n-s---fg-']
1291;μίαν;['εἷς'];['m-s---fa-']
1292;μιγῆναι;['μείγνυμι'];['v--anp---']
1293;μικρολογία;['μικρολογία'];['n-s---fn-']
1294;μικτὰ;['μικτός'];['a-p---na-']
1295;μιμούμενος;['μιμέομαι'];['v-sppmmn-']
1296;μισθὸν;['μισθός'];['n-s---ma-']
1297;μισθοφόρους;['μισθοφόρος'];['a-p---ma-']
1298;μισθοφόρων;['μισθοφόρος'];['a-p---mg-']
1299;μισούμενος;['μισέω'];['v-sppmmn-']
1300;μισοῦντας;['μισέω'];['v-pppama-']
1301;μνημονεῦσαι;['μνημονεύω'];['v--ana---']
1302;μόνον;['μόνος'];['d--------']
1303;μόνος;['μόνος'];['a-s---mn-']
1304;μόνῳ;['μόνος'];['a-s---md-']
1305;μοι;['ἐγώ'];['p-s---cd-']
1306;μονονοὺκ;['μονονούκ'];['d--------']
1307;μορφῆς;['μορφή'];['n-s---fg-']
1308;μουσικῇ;['μουσική'];['n-s---fd-']
1309;μουσικοῦ;['μουσικός'];['a-s---mg-']
1310;μῦθον;['μῦθος'];['n-s---ma-']
1311;μῦθος;['μῦθος'];['n-s---mn-']
1312;μυρίους;['μυρίος'];['a-p---ma-']
1313;νέμεσθαι;['νέμω'];['v--pnm---']
1314;νέοι;['νέος'];['a-p---mn-']
1315;νέον;['νέος'];['a-s---ma-']
1316;νέῳ;['νέος'];['a-s---md-']
1317;νέων;['νέος'];['a-p---mg-']
1318;νεανίσκος;['νεανίσκος'];['n-s---mn-']
1319;νεανίσκου;['νεανίσκος'];['n-s---mg-']
1320;νεκρὰν;['νεκρός'];['a-s---fa-']
1321;νεμηθείσης;['νέμω'];['v-sappfg-']
1322;νεμηθήσεσθαι;['νέμω'];['v--fnp---']
1323;νεμομένοις;['νέμω'];['v-pppmnd-']
1324;νενομισμένην;['νομίζω'];['v-srpmfa-']
1325;νενομισμένον;['νομίζω'];['v-srpmna-']
1326;νεφέλην;['νεφέλη'];['n-s---fa-']
1327;νεώτατον;['νέος'];['a-s---nas']
1328;νεώτερον;['νέος'];['a-s---mac']
1329;νεώτερος;['νέος'];['a-s---mnc']
1330;νεωτερισμὸς;['νεωτερισμός'];['n-s---mn-']
1331;νεωτερισμός;['νεωτερισμός'];['n-s---mn-']
1332;νικήσαντος;['νικάω'];['v-sapamg-']
1333;νικῶντος;['νικάω'];['v-sppamg-']
1334;νόθα;['νόθος'];['a-p---na-']
1335;νόμιμον;['νόμιμος'];['a-s---ma-']
1336;νόμον;['νόμος'];['n-s---ma-']
1337;νόμους;['νόμος'];['n-p---ma-']
1338;νομίσματι;['νόμισμα'];['n-s---nd-']
1339;νομίσματος;['νόμισμα'];['n-s---ng-']
1340;νοσεῖν;['νοσέω'];['v--pna---']
1341;νοσήματι;['νόσημα'];['n-s---nd-']
1342;νύκτα;['νύξ'];['n-s---fa-']
1343;νυκτὸς;['νύξ'];['n-s---fg-']
1344;ξένῃ;['ξένη'];['n-s---fd-']
1345;ξένους;['ξένος'];['a-p---ma-']
1346;ξένων;['ξένος'];['a-p---mg-']
1347;ξενηλασίαις;['ξενηλασία'];['n-p---fd-']
1348;ὄγδοος;['ὄγδοος'];['a-s---mn-']
1349;ὄγκον;['ὄγκος'];['n-s---ma-']
1350;ὄνομα;['ὄνομα'];['n-s---na-']
1351;ὄντα;['εἰμί'];['v-sppama-']
1352;ὄντας;['εἰμί'];['v-pppama-']
1353;ὄντες;['εἰμί'];['v-pppamn-']
1354;ὄντι;['εἰμί'];['v-sppamd-']
1355;ὄντων;['εἰμί'];['v-pppamg-']
1356;ὄπισθεν;['ὄπισθεν'];['d--------']
1357;ὄχλος;['ὄχλος'];['n-s---mn-']
1358;ὄχλων;['ὄχλος'];['n-p---mg-']
1359;ὄψιν;['ὄψις'];['n-s---fa-']
1360;ὀδυρομένου;['ὀδύρομαι'];['v-sppmmg-']
1361;ὀλέθριον;['ὀλέθριος'];['a-s---na-', 'a-s---fa-']
1362;ὀλίγου;['ὀλίγος'];['a-s---ng-']
1363;ὀλίγους;['ὀλίγος'];['a-p---ma-']
1364;ὀνομάζωνται;['ὀνομάζω'];['v3ppsm---']
1365;ὀργῆς;['ὀργή'];['n-s---fg-']
1366;ὀφείλειν;['ὀφείλω'];['v--pna---']
1367;ὀφείλοντας;['ὀφείλω'];['v-pppama-']
1368;ὀφλημάτων;['ὄφλημα'];['n-p---ng-']
1369;ὁ;['ὁ'];['l-s---mn-']
1370;ὃν;['ὅς'];['p-s---ma-']
1371;ὃς;['ὅς'];['p-s---mn-']
1372;ὅ;['ὁ'];['l-s---mn-']
1373;ὅλων;['ὅλος'];['a-p---ng-']
1374;ὅλως;['ὅλος'];['d--------']
1375;ὅμοιόν;['ὅμοιος'];['a-s---na-']
1376;ὅπερ;['ὅς'];['p-s---na-']
1377;ὅπλα;['ὅπλον'];['n-p---na-']
1378;ὅπου;['ὅπου'];['d--------']
1379;ὅπως;['ὅπως'];['c--------']
1380;ὅς;['ὅς'];['p-s---mn-']
1381;ὅση;['ὅσος'];['p-s---fn-']
1382;ὅσοι;['ὅσος'];['p-p---mn-']
1383;ὅσον;['ὅσος'];['p-s---na-']
1384;ὅταν;['ὅταν'];['c--------']
1385;ὅτε;['ὅτε'];['c--------']
1386;ὅτι;['ὅτι'];['c--------']
1387;ὁδὸν;['ὁδός'];['n-s---fa-']
1388;ὁδοῦ;['ὁδός'];['n-s---fg-']
1389;ὁδῷ;['ὁδός'];['n-s---fd-']
1390;ὁμαλῶς;['ὁμαλής'];['d--------']
1391;ὁμοίως;['ὅμοιος'];['d--------']
1392;ὁμολογήσαντος;['ὁμολογέω'];['v-sapamg-']
1393;ὁμοῦ;['ὁμοῦ'];['d--------']
1394;ὁμοφρονούντων;['ὁμοφρονέω'];['v-pppamg-']
1395;ὁπλίσαντες;['ὁπλίζω'];['v-papamn-']
1396;ὁρμὰς;['ὁρμή'];['n-p---fa-']
1397;ὁρῶμεν;['ὁράω'];['v1ppia---']
1398;ὁρῶν;['ὁράω'];['v-sppamn-']
1399;ὁρῶντες;['ὁράω'];['v-pppamn-']
1400;ὁρῶσαι;['ὁράω'];['v-pppafn-']
1401;οἴκαδε;['οἴκαδε'];['d--------']
1402;οἴκημα;['οἴκημα'];['n-s---nn-', 'n-s---na-']
1403;οἴκων;['οἶκος'];['n-p---mg-']
1404;οἶκον;['οἶκος'];['n-s---ma-']
1405;οἰκέτας;['οἰκέτης'];['n-p---ma-']
1406;οἰκείους;['οἰκεῖος'];['a-p---ma-']
1407;οἰκίας;['οἰκία'];['n-s---fg-']
1408;οἰκοῦσιν;['οἰκέω'];['v3ppia---']
1409;οἰμωξόμενον;['οἰμώσσω'];['v-sfpmma-']
1410;οἰομένους;['οἴομαι'];['v-pppmma-']
1411;οἱ;['ὁ'];['l-p---mn-']
1412;οἳ;['ὅς'];['p-p---mn-']
1413;οἷον;['οἷος'];['p-s---na-']
1414;οἷος;['οἷος'];['p-s---mn-']
1415;οἷς;['ὅς'];['p-p---nd-', 'p-p---md-']
1416;οὐ;['οὐ'];['d--------']
1417;οὔ;['οὐ'];['d--------']
1418;οὔσης;['εἰμί'];['v-sppafg-']
1419;οὖν;['οὖν'];['g--------']
1420;οὖσαν;['εἰμί'];['v-sppafa-']
1421;οὐδὲν;['οὐδείς'];['p-s---na-']
1422;οὐδεὶς;['οὐδείς'];['p-s---mn-']
1423;οὐδενὸς;['οὐδείς'];['p-s---mg-']
1424;οὐδενός;['οὐδείς'];['p-s---mg-']
1425;οὐκ;['οὐ'];['d--------']
1426;οὐκέτ’;['οὐκέτι'];['d--------']
1427;οὐρὰν;['οὐρά'];['n-s---fa-']
1428;οὐρανὸν;['οὐρανός'];['n-s---ma-']
1429;οὐσίαν;['οὐσία'];['n-s---fa-']
1430;οὐχ;['οὐ'];['d--------']
1431;οὐχὶ;['οὐ'];['d--------']
1432;οὓς;['ὅς'];['p-p---ma-']
1433;οὕτω;['οὕτως'];['d--------']
1434;οὕτως;['οὕτως'];['d--------']
1435;οὗ;['ὅς'];['p-s---mg-', 'p-s---ng-']
1436;οὗτοι;['οὗτος'];['p-p---mn-']
1437;οὗτος;['οὗτος'];['p-s---mn-']
1438;πάθεσιν;['πάθος'];['n-p---nd-']
1439;πάθους;['πάθος'];['n-s---ng-']
1440;πάλιν;['πάλιν'];['d--------']
1441;πάμπολλα;['πάμπολυς'];['a-p---na-']
1442;πάντα;['πᾶς'];['p-p---na-']
1443;πάντας;['πᾶς'];['p-p---ma-']
1444;πάντες;['πᾶς'];['p-p---mn-']
1445;πάντων;['πᾶς'];['p-p---mg-', 'p-p---ng-']
1446;πάνυ;['πάνυ'];['d--------']
1447;πάροδον;['πάροδος'];['n-s---fa-']
1448;πάσχουσι;['πάσχω'];['v3ppia---']
1449;πάτερ;['πατήρ'];['n-s---mv-']
1450;πάτριον;['πάτριος'];['a-s---fa-']
1451;πᾶσαν;['πᾶς'];['p-s---fa-']
1452;πᾶσι;['πᾶς'];['p-p---nd-', 'p-p---md-']
1453;παίζοντες;['παίζω'];['v-pppamn-']
1454;παῖ;['παῖς'];['n-s---cv-']
1455;παῖδας;['παῖς'];['n-p---ca-']
1456;παῖς;['παῖς'];['n-s---cn-']
1457;παιδὶ;['παῖς'];['n-s---cd-']
1458;παιδία;['παιδίον'];['n-p---na-']
1459;παιδίου;['παιδίον'];['n-s---ng-']
1460;παιδίων;['παιδίον'];['n-p---ng-']
1461;παιδὸς;['παῖς'];['n-s---cg-']
1462;παλαιὸν;['παλαιός'];['a-s---ma-', 'a-s---na-']
1463;παλαιόν;['παλαιός'];['a-s---ma-']
1464;πανταχόσε;['πανταχοῦ'];['d--------']
1465;πανταχοῦ;['πανταχοῦ'];['d--------']
1466;παντὸς;['πᾶς'];['p-s---ng-']
1467;παρὰ;['παρά'];['r--------']
1468;παράδειγμα;['παράδειγμα'];['n-s---nn-']
1469;παραβάλωμεν;['παραβάλλω'];['v1pasa---']
1470;παραιτεῖταί;['παραιτέομαι'];['v3spim---']
1471;παρακαλεῖν;['παρακαλέω'];['v--pna---']
1472;παραλαβόντες;['παραλαμβάνω'];['v-papamn-']
1473;παραλαβόντος;['παραλαμβάνω'];['v-sapamg-']
1474;παρανόμως;['παράνομος'];['d--------']
1475;παρασκευῆς;['παρασκευή'];['n-s---fg-']
1476;παρατάξεως;['παράταξις'];['n-s---fg-']
1477;παραφροσύνην;['παραφροσύνη'];['n-s---fa-']
1478;παραφυλάξαντες;['παραφυλάσσω'];['v-papamn-']
1479;παρέδωκαν;['παραδίδωμι'];['v3paia---']
1480;παρέδωκε;['παραδίδωμι'];['v3saia---']
1481;παρέδωκεν;['παραδίδωμι'];['v3saia---']
1482;παρέπραττε;['παραπράσσω'];['v3siia---']
1483;παρεθάρρυνεν;['παραθαρσύνω'];['v3siia---']
1484;παρεὶς;['παρίημι'];['v-sapamn-']
1485;παρεῖναι;['πάρειμι'];['v--pna---']
1486;παρεῖχεν;['παρέχω'];['v3siia---']
1487;παρεῖχον;['παρέχω'];['v3piia---']
1488;παρεισέδυ;['παρεισδύνω'];['v3saia---']
1489;παρεκάθητο;['πάρημαι'];['v3siim---']
1490;παρεκάλουν;['παρακαλέω'];['v3piia---']
1491;παρεκτείνασα;['παρεκτείνω'];['v-sapafn-']
1492;παρελθεῖν;['παρέρχομαι'];['v--ana---']
1493;παρελθὼν;['παρέρχομαι'];['v-sapamn-']
1494;παρεστῶτας;['παρίστημι'];['v-prpama-']
1495;παρεφύλαττε;['παραφυλάσσω'];['v3siia---']
1496;παρήλλαττεν;['παραλλάσσω'];['v3siia---']
1497;παρῆγε;['παράγω'];['v3siia---']
1498;παρῆν;['πάρειμι'];['v3siia---']
1499;παρῆσαν;['πάρειμι'];['v3piia---']
1500;παρθένιον;['παρθένιος'];['a-s---na-']
1501;παριέναι;['παρέρχομαι'];['v--pna---']
1502;παρόντα;['πάρειμι'];['v-pppana-']
1503;παρόντας;['πάρειμι'];['v-pppama-']
1504;παρόντι;['πάρειμι'];['v-sppamd-']
1505;παρόντων;['πάρειμι'];['v-pppamg-']
1506;παροξῦναι;['παροξύνω'];['v--ana---']
1507;παρρησίᾳ;['παρρησία'];['n-s---fd-']
1508;παρωθοῦντες;['παρωθέω'];['v-pppamn-']
1509;παρ’;['παρά'];['r--------']
1510;πατρὶ;['πατήρ'];['n-s---md-']
1511;πατρί;['πατήρ'];['n-s---md-']
1512;πατρίδος;['πατρίς'];['n-s---fg-']
1513;πατρὸς;['πατήρ'];['n-s---mg-']
1514;πατρῴων;['πατρῷος'];['a-p---mg-']
1515;παύσασθαι;['παύω'];['v--anm---']
1516;παῦσαί;['παύω'];['v2samm---']
1517;πέμψαντος;['πέμπω'];['v-sapamg-']
1518;πένησι;['πένης'];['n-p---md-']
1519;πένητες;['πένης'];['n-p---mn-']
1520;πένθος;['πένθος'];['n-s---na-']
1521;πέπλων;['πέπλος'];['n-p---ng-']
1522;πείθει;['πείθω'];['v3spia---']
1523;πείθειν;['πείθω'];['v--pna---']
1524;πείθοντες;['πείθω'];['v-pppamn-']
1525;πείθουσι;['πείθω'];['v3ppia---']
1526;πείσῃ;['πείθω'];['v2sfim---']
1527;πεισθέντες;['πείθω'];['v-pappmn-']
1528;πεισόμενον;['πάσχω'];['v-sfpmma-']
1529;πελατῶν;['πελάτης'];['n-p---mg-']
1530;πενθοῦσα;['πενθέω'];['v-sppafn-']
1531;πενία;['πενία'];['n-s---fn-']
1532;πεντακισχιλίους;['πεντακισχίλιοι'];['m-p---ma-']
1533;πεντακοσίους;['πεντακόσιοι'];['m-p---ma-']
1534;πεντεκαίδεκα;['πεντεκαίδεκα'];['m--------']
1535;πεπαιδοποιημένος;['παιδοποιέω'];['v-srpmmn-']
1536;πεποίηκεν;['ποιέω'];['v3sria---']
1537;πεπολιτευμένων;['πολιτεύω'];['v-prpmmg-']
1538;πεπονθότας;['πάσχω'];['v-prpama-']
1539;πεπρᾶχθαι;['πράσσω'];['v--rnm---']
1540;πεπραγμένοις;['πράσσω'];['v-prpmnd-']
1541;πεπραγμένων;['πράσσω'];['v-prpmng-']
1542;περὶ;['περί'];['r--------']
1543;περιβαλὼν;['περιβάλλω'];['v-sapamn-']
1544;περιβεβληκυῖα;['περιβάλλω'];['v-srpafn-']
1545;περιέστειλε;['περιστέλλω'];['v3saia---']
1546;περιέσχεν;['περιέχω'];['v3saia---']
1547;περιέσωσε;['περισῴζω'];['v3saia---']
1548;περιήνεγκεν;['περιφέρω'];['v3saia---']
1549;περιῆλθεν;['περιέρχομαι'];['v3saia---']
1550;περιιδεῖν;['περιοράω'];['v--pna---']
1551;περικοπτομένην;['περικόπτω'];['v-sppmfa-']
1552;περιμάχητον;['περιμάχητος'];['a-s---na-']
1553;περιόδου;['περίοδος'];['n-s---fg-']
1554;περιοίκων;['περίοικος'];['a-p---mg-']
1555;περιπαθοῦντα;['περιπαθέω'];['v-sppama-']
1556;περιπαθοῦντες;['περιπαθέω'];['v-pppamn-']
1557;περισπάσας;['περισπάω'];['v-sapamn-']
1558;περισχόντες;['περιέχω'];['v-papamn-']
1559;περιτέθεικεν;['περιτίθημι'];['v3sria---']
1560;περιττὸν;['περισσός'];['a-s---nn-']
1561;περιχαρὴς;['περιχαρής'];['a-s---mn-']
1562;πεσεῖν;['πίπτω'];['v--ana---']
1563;πεσόντος;['πίπτω'];['v-sapamg-']
1564;πεφενακισμένοι;['φενακίζω'];['v-prpmmn-']
1565;πεφηνότος;['φαίνω'];['v-srpamg-']
1566;πεφυκώς;['φύω'];['v-srpamn-']
1567;πιστεύεσθαι;['πιστεύω'];['v--pnm---']
1568;πιστούς;['πιστός'];['a-p---ma-']
1569;πλαγίαν;['πλάγιος'];['a-s---fa-']
1570;πλείονα;['πολύς'];['a-p---nac']
1571;πλείονας;['πολύς'];['a-p---mac']
1572;πλείονες;['πολύς'];['a-p---mnc']
1573;πλείστοις;['πολύς'];['a-p---mds']
1574;πλείστων;['πολύς'];['a-p---ngs']
1575;πλεῖον;['πολύς'];['a-s---nac']
1576;πλεῖστα;['πολύς'];['a-p---nas']
1577;πλεῖστοι;['πολύς'];['a-p---mns']
1578;πλεῖστον;['πολύς'];['a-s---nns']
1579;πλεονεξία;['πλεονεξία'];['n-s---fn-']
1580;πλεονεξίαν;['πλεονεξία'];['n-s---fa-']
1581;πλεονεξίας;['πλεονεξία'];['n-s---fg-']
1582;πλὴν;['πλήν'];['r--------']
1583;πλήθει;['πλῆθος'];['n-s---nd-']
1584;πλῆθος;['πλῆθος'];['n-s---nn-']
1585;πληγεὶς;['πλήσσω'];['v-sappmn-']
1586;πληγῆναι;['πλήσσω'];['v--anp---']
1587;πλημμέλεια;['πλημμέλεια'];['n-s---fn-']
1588;πλούσιοι;['πλούσιος'];['a-p---mn-']
1589;πλούτοις;['πλοῦτος'];['n-p---md-']
