form;lemma;postag
προκειμένων;['πρόκειμαι'];['v-pppeng-', 'v-pppemg-', 'v-prpemg-', 'v-prpeng-']
Ἀνδρίαν;['Ἄνδριος'];['a-s---fa-']
μαντεύσομαι;['μαντεύομαι'];['v1sase---', 'v1sfim---']
φερομένας;['φέρω'];['v-pppefa-']
τυχούσης;['τυγχάνω'];['v-sapafg-']
τοσούτους;['τοσοῦτος'];['a-p---ma-']
ἀναδενδράδος;['ἀναδενδράς'];['n-s---fg-']
ἀπωσάμενοι;['ἀπωθέω'];['v-papmmn-']
κόλακας;['κόλαξ'];['n-p---ma-']
δικαίως;['δίκαιος'];['d--------']
μεσόγειον;['μεσόγαιος'];['a-s---fa-']
σῖτον;['σῖτος'];['n-s---ma-']
πεζὴν;['πεζός'];[]
χρήσεται;['χράω'];['v3sasm---', 'v3sfim---']
σαυτοῦ;['σεαυτοῦ'];['p-s---mg-', 'p-s---ng-']
πότερ’;['πότερος'];['d--------']
κατήιει;['κάτειμι'];['v3siia---']
τριαρίους;['τριάριοι'];['n-p---ma-']
ἐλαύνῃ;['ἐλαύνω'];['v3sasa---']
ἐξίοι;['ἔξειμι'];['v3spoa---']
ἀμέλει;['ἀμέλει'];['d--------']
φλόγα;['φλόξ'];['n-s---fa-']
Πόντον;['πόντος'];['n-s---ma-']
μαχόμενοι;['μάχομαι'];['v-pppemn-']
δυσμὰς;['δυσμή'];['n-p---fa-']
συνήνεγκε;['συμφέρω'];['v3saia---']
ἐδέδετο;['δέω'];[]
Καρισί;['Κάρ'];[]
γνωρίμῳ;['γνώριμος'];['a-s---md-']
Αἴγωνος;['Αἴγων'];['n-s---mg-']
ἀπέπαυσε;['ἀποπαύω'];['v3saia---']
εἴργειν;['ἔργω'];['v--pna---']
ἐκφανῶς;['ἐκφανής'];['d--------']
πορθμὸν;['πορθμός'];['n-s---ma-']
τιμᾶν;['τιμάω'];['v--pna---']
τοιόνδʼ;['τοιόσδε'];[]
εἰσπορευόμενοι;['εἰσπορεύω'];['v-pppemn-']
ἀνείλκυσε;['ἀνέλκω'];['v3saia---']
ἁρμόττοντα;['ἁρμόζω'];['v-sppama-']
αἴκα;['ἐάν'];['c--------']
περιστῇ;['περιίστημι'];['v3spsa---', 'v3sasa---']
ἐποιοῦντο;['ποιέω'];['v3piie---']
τάχιον;['ταχύς'];['d-------c']
Ἀστυάγεα;['Ἀστυάγης'];['n-s---ma-']
βαθύτερον;['βαθύς'];['a-s---mac']
τιμωρίας;['τιμωρία'];['n-s---fg-']
μετεκίνησεν;['μετακινέω'];['v3saia---']
ἀπανέστη;['ἀπανίστημι'];['v3saia---']
καθωσίωσε;['καθοσιόω'];['v3saia---']
ἀπηχθόμην;['ἀπέχθομαι'];['v1siie---']
βιαζόμενος;['βιάζω'];['v-sppemn-']
εἰωθὸς;['ἔθω'];['v-srpana-']
πολυτιμοτέρα;['πολύτιμος'];['a-s---fnc']
ὁσωνοῦν;['ὁσωνοῦν'];['d--------']
Μαραθῶνʼ;['Μαραθών'];['n-s---ma-']
κενεώτερον;['κενός'];['a-------c', 'a-s---nnc']
πλεῖστον;['πολύς'];['a-s---mas', 'a-s---nns']
Χρυσάντα;['Χρυσάντας'];['n-d---mv-', 'n-s---mv-']
Δημοχάρους;['Δημοχάρης'];['n-s---mg-']
κατέλιπον;['καταλείπω'];['v1saia---', 'v3paia---']
ἀπηρκέναι;['ἀπαίρω'];['v--rna---']
Ἀραρὼς;['Ἀραρώς'];['n-s---mn-']
ἐδείξατε;['δείκνυμι'];[]
ἀσφαλισάμενοι;['ἀσφαλίζω'];['v-papemn-']
ἀποσταίη;['ἀφίστημι'];['v3saoa---']
δαιμονίως;['δαιμόνιος'];['d--------']
Κυρήνῃ;['Κυρήνη'];['n-s---fd-']
κληρούχων;['κληροῦχος'];['n-p---mg-']
λήσει;['λανθάνω'];[]
Ἀργινούσαις;['Ἀργινοῦσαι'];['n-p---fd-']
ξενικάς;['ξενικός'];[]
προσφιλεστάτῳ;['προσφιλής'];['a-s---mds']
κατακεκαλυμμένα;['κατακαλύπτω'];['v-prpenn-']
Ἀρχαιολογεῖν;['ἀρχαιολογέω'];['v--pna---']
κατενέγκας;['καταφέρω'];['v-sapamn-']
ζῶσάν;['ζάω'];['v-sppafa-']
Βίαντα;['Βίας'];['n-s---ma-']
αἰχμαλώτων;['αἰχμάλωτος'];['a-p---mg-']
ἀνερρήθη;['ἀναλέγω'];['v3saip---']
ὑπερέχων;['ὑπερέχω'];['v-sppamn-']
σαφέστατα;['σαφής'];['a-p---nas']
ἔγωγ᾽;['ἐγώ'];[]
εἰδείηθ’;['οἶδα'];['v2proa---']
νεὼ;['ναός'];['n-s---mg-']
εἰδῇ;['οἶδα'];['v3srsa---']
ἀπεχθόμενος;['ἀπέχθομαι'];['v-sppemn-']
ἀμνημονέστερος;['ἀμνήμων'];['a-s---mnc']
κοίῳ;['ποῖος'];['a-s---md-']
ἐκδυσάμενος;['ἐκδύω'];['v-sapmmn-']
ἀκούσας;['ἀκούω'];['v-sppamn-', 'v-sapamn-', 'v-pppafa-', 'a-p---fa-']
σκολιοῖο;['σκολιός'];['a-s---ng-']
ἀπορρήξασα;['ἀπορρήγνυμι'];['v-sapafn-']
γειτνιῶντες;['γειτνιάω'];['v-pfpamn-']
μόνῳ;['μόνος'];['a-s---md-']
βολβοφακῆν;['βολβοφακῆ'];['n-s---fa-']
κειμένα;['κεῖμαι'];[]
λέγεσθαι;['λέγω'];['v--pne---']
Προκλέους;['Προκλέης'];['n-s---mg-']
Πλαταιαῖς;['Πλαταιαί'];['n-p---fd-']
θησαυρούς;['θησαυρός'];['n-p---ma-']
Συβαρίτιδὰς;['Συβαρῖτις'];['a-p---fa-']
πεφυκότος;['φύω'];['v-srpamg-']
ἀνθρώποισι;['ἄνθρωπος'];['n-p---md-']
κολποφακῆν;['κολποφακῆ'];['n-s---fa-']
ἄλλον;['ἄλλος'];['a-s---ma-', 'p-s---ma-']
πείθωσι;['πείθω'];['v3ppsa---']
τήμερον;['σήμερον'];['d--------']
Μάρκιος;['Μάρκιος'];['n-s---mn-']
κελεύῃ;['κελεύω'];['v2spse---']
Ἁλικαρνασεύς;['Ἁλικαρνασεύς'];['n-s---mn-']
παύειν;['παύω'];['v--pna---']
ἐκπλώσας;['ἐκπλέω'];['v-sapamn-']
γυναικῶν;['γυνή'];['n-p---fg-']
μαθητήν;['μαθητής'];[]
σκεψώμεθα;['σκέπτομαι'];['v1pase---']
εὐρέα;['εὐρύς'];['a-s---fn-']
ἁθροίσαντες;['ἁθροίζω'];['v-papamn-']
μαλακώτερον;['μαλακός'];['a-s---nac']
δικαίου;['δίκαιος'];['a-s---ng-']
διαφέροντά;['διαφέρω'];['v-pppann-']
μετεστεώσης;['μεθίστημι'];['v-srpafg-']
κουφότατα;['κοῦφος'];['a-p---nas']
φιλανθρώπῳ;['φιλάνθρωπος'];['n-s---nd-', 'a-s---fd-']
λέγουσαν;['λέγω'];['v-sppafa-']
λογιστέον;['λογιστέος'];['a-s---nn-']
εἶχε;['ἔχω'];['v3siia---']
σωζόμενοι;['σῴζω'];['v-pppemn-']
διδόασιν;['δίδωμι'];['v3ppia---']
σωθησομένης;['σῴζω'];['v-sfppfg-']
ἢ;['ἤ'];['c--------', 'd--------']
Παντακλέα;['Παντακλέης'];['n-s---ma-']
συνεπισπομένων;['συνεφέπομαι'];['v-papmfg-']
ἔπεσε;['πίπτω'];[]
Μηδικαὶ;['Μηδικός'];['a-p---fn-']
παρωρμημένος;['παρορμάω'];['v-srpemn-']
ἀπέκτεινα;['ἀποκτείνω'];['v1saia---']
Βυζαντίων;['Βυζάντιος'];['n-p---mg-']
δοκέω;['δοκέω'];['v1spia---', 'v1spsa---']
ἀντήρεισε;['ἀντερείδω'];['v3saia---']
Λευκαδία;['Λευκάδιος'];['a-s---fn-']
ἐμποιεῖ;['ἐμποιέω'];['v2spie---']
θανάτῳ;['θάνατος'];['n-s---md-']
συνδειπνῆσαι;['συνδειπνέω'];['v--ana---']
Δαρδανεῖς;['Δαρδανεύς'];['n-p---ma-']
ἀγασθείς;['ἄγαμαι'];['v-sappmn-']
Λυδίαν;['Λυδία'];['n-s---ma-']
κατέστη;['καθίστημι'];['v3saia---']
προσηγορεύετο;['προσαγορεύω'];['v3siie---']
φεύξονται;['φεύγω'];['v3pfim---']
ἄρχων;['ἄρχω'];['v-sppamn-']
κατηγορεῖ;['κατηγορέω'];['v3spia---']
ἀποικίαν;['ἀποικία'];['n-s---fa-']
τεχνίτου;['τεχνίτης'];['n-s---mg-']
ἄκων;['ἀέκων'];['a-s---mn-']
μηδεμιῇ;['μηδείς'];['a-s---fd-']
το;['ὁ'];[]
μονομάχοις;['μονομάχος'];['n-p---md-']
βασιλείαν;['βασιλεία'];['n-s---fa-']
καρποφόρον;['καρποφόρος'];['a-s---fa-']
ἀργμένης;['ἄρχω'];['v-srpefg-']
οὐκέτ;['οὐκέτι'];[]
παρημελημένως;['παρημελημένως'];['d--------']
μαχούμενος;['μάχομαι'];['v-sfpmmn-', 'v-sppemn-']
προιόντες;['πρόειμι'];['v-pppamn-']
ἥδιστος;['ἡδύς'];['a-s---mns']
στρατεύσασθαι;['στρατεύω'];['v--anm---']
βασιλεύσαντα;['βασιλεύω'];['v-sapama-']
πολεμούντων;['πολεμέω'];['v-pppamg-']
χρόνου;['χρόνος'];['n-s---mg-']
Χαρώνδαν;['Χαρώνδης'];['n-s---ma-']
ἀχρείους;['ἀχρεῖος'];['a-p---ma-']
τοσοῦτος;['τοσοῦτος'];['p-s---mn-']
διειρκότες;['διείρω'];['v-prpamn-']
διαρραγῇς;['διαρρήγνυμι'];['v2sasp---']
πάρεισιν;['πάρειμι'];['v3ppia---']
κέχρησαι;['χράω'];['v2srie---']
ἀγανακτήσεως;['ἀγανάκτησις'];['n-s---fg-']
βασιλεύων;['βασιλεύω'];['v-sppamn-']
σύνηθές;['συνήθης'];['a-s---nn-']
Θουκυδίδην;['Θουκυδίδης'];['n-s---ma-']
Μαΐῳ;['Μάιος'];['a-s---md-']
τειχῶν;['τεῖχος'];['n-p---ng-']
μετέδωκεν;['μεταδίδωμι'];['v3saia---']
δολιώτερα;['δόλιος'];['a-p---nac']
Γνάϊον;['Γνάιος'];['n-s---ma-']
τετραμμένη;['τρέπω'];['v-srpefn-']
Ἀλαλίην;['Ἀλαλίη'];['n-s---fa-']
διαλέγομαι;['διαλέγω'];['v1spie---']
προσιόντος;['πρόσειμι'];['v-sppamg-']
ἱκανόν;['ἱκανός'];[]
δικάζεσθαι;['δικάζω'];['v--pne---']
ἀποδειλιάσαντες;['ἀποδειλιάω'];['v-papamn-']
ἄνδρα;['ἀνήρ'];['n-s---ma-']
ἐσχηκέναι;['ἔχω'];['v--rna---', 'v--pna---']
ἁπλοῦ;['ἁπλόος'];['a-s---ng-']
σπεισαμένας;['σπένδω'];['v-papmfa-']
ἐξοκείλαντες;['ἐξοκέλλω'];['v-papamn-']
μελίτων;['μέλι'];['n-p---ng-']
λογισμὸς;['λογισμός'];['n-s---mn-']
Σεξστιλίου;['Σεξτίλιος'];['n-s---mg-']
αἱρέεται;['αἱρέω'];['v3spie---']
μανθάνεις;['μανθάνω'];['v2spia---']
μητέρας;['μήτηρ'];['n-p---fa-']
περιστήσασα;['περιίστημι'];['v-sapafn-']
προκαλεσάμενος;['προκαλέω'];['v-sapmmn-']
εἱστίασέν;['ἑστιάω'];['v3saia---']
ἀνδρωδῶς;['ἀνδρώδης'];['d--------']
ἐνταῦθ᾽;['ἐνταῦθα'];['d--------']
δαὶ;['δαί'];['d--------']
οὐ;['οὐ'];[]
ἐπικειμένης;['ἐπίκειμαι'];['v-srpefg-']
ἀξιοχρεώτατοι;['ἀξιόχρεος'];['a-p---mns']
Ἄντεια;['Ἄντεια'];['n-s---fn-']
Νῆσον;['νῆσος'];['n-s---fa-']
ἀπαλλάσσεται;['ἀπαλλάσσω'];['v3spie---']
Σικελίας;['Σικελία'];['n-s---fg-']
πωλεῖθ᾽;['πωλέω'];['v3spoe---']
σευ;['σύ'];['p-s---mg-']
Σαρδιηνὸς;['Σαρδιανός'];['a-s---mn-']
διαβάντα;['διαβαίνω'];['v-papana-']
ἄν;['ἄν', 'ἐάν'];['c--------', 'd--------']
Ἀχραδινῆς;['Ἀχραδινή'];['n-s---fg-']
εἰμὶ;['εἰμί'];['v1spia---']
αὐστηρόν;['αὐστηρός'];['a-s---na-']
φύλαξιν;['φύλαξ'];['n-p---md-']
δέῃ;['δέω'];['v3spsa---', 'v2spse---']
προελήλυθʼ;['προέρχομαι'];['v3sria---']
δοριαλώτου;['δοριάλωτος'];['a-s---fg-']
Κορινθίων;['Κορίνθιος'];['n-p---mg-']
προσθεῖναι;['προστίθημι'];['v--ana---']
πολιτίδων;['πολῖτις'];['n-p---fg-']
ἀπολλυμένων;['ἀπόλλυμι'];['v-pppemg-']
προυργιαίτερον;['προυργιαίτερος'];['a-s---nac']
διέλαβον;['διαλαμβάνω'];['v3paia---']
πραχθέντων;['πράσσω'];['v-pappng-']
ἀνοήτως;['ἀνόητος'];['d--------']
συσσίτιον;['συσσίτιον'];['n-s---na-']
ἑαυτούς;['ἑαυτοῦ'];[]
διακρίνων;['διακρίνω'];['v-sppamn-']
διετέλουν;['διατελέω'];['v1siia---']
συμπεριλαμβάνοντας;['συμπεριλαμβάνω'];['v-pppama-']
κοτὲ;['ποτέ'];['d--------']
συνᾴδειν;['συναείδω'];['v--pna---']
μεγαλόφρων;['μεγαλόφρων'];['a-s---fn-']
ἄριστά;['ἀγαθός'];['a-p---nas']
φαύλη;['φαῦλος'];['a-s---fn-']
καλέουσι;['καλέω'];['v3ppia---', 'v-pfpamd-']
φυλάσσων;['φυλάσσω'];['v-sppamn-']
παραβαίνων;['παραβαίνω'];['v-sppamn-']
κατακλεισάμενος;['κατακλείω'];['v-sapmmn-']
σώσασα;['σῴζω'];['v-sapafn-']
οὐδαμῶν;['οὐδαμός'];['a-p---mg-']
μεγάλῃσι;['μέγας'];['a-p---fd-']
τετειχισμένον;['τειχίζω'];['v-srpena-']
ἑνὶ;['εἷς', 'ἑν'];['n-s---md-', 'a-s---md-', 'r--------']
ἀποδείξεων;['ἀπόδειξις'];['n-p---fg-']
διέβαλλε;['διαβάλλω'];['v3siia---']
ἐκπλαγῆναι;['ἐκπλήσσω'];['v--anp---']
κυριεύσαιεν;['κυριεύω'];['v3paoa---']
κάμνοντα;['κάμνω'];['v-sppama-']
ἀγγελιηφόρους;['ἀγγελιηφόρος'];['n-p---ma-']
ἀθλίως;['ἄθλιος'];['d--------']
καθαρθεὶς;['καθαίρω'];['v-sappmn-']
μεμνήσομαι;['μιμνῄσκω'];['v1stie---']
ἀκολούθως;['ἀκόλουθος'];['d--------']
κτύποι;['κτυπέω'];['v3saoa---']
ἀγροίκους;['ἄγροικος'];['a-p---ma-']
Μέγιστος;['μέγας'];['a-s---mns']
κατανεῖμαι;['κατανέμω'];['v--ana---']
πολῖτιν;['πολῖτις'];['n-s---fa-']
προυξένεις;['προξενέω'];[]
διελόντες;['διαιρέω'];['v-papamn-']
βαρύνει;['βαρύνω'];['v3spia---']
Πολυβιάδου;['Πολυβιάδης'];['n-s---mg-']
παρακελεύονται;['παρακελεύομαι'];['v3ppie---']
Βαγώαν;['Βαγώας'];['n-s---ma-']
συνέβαλόν;['συμβάλλω'];['v3paia---']
ἥδιον;['ἡδύς'];['a-s---mac', 'a-s---nac']
χειμαδίῳ;['χειμάδιον'];['n-s---nd-']
ἀπαξιώσει;['ἀπαξίωσις'];['n-s---fd-']
δεῖξον;['δείκνυμι'];['v2sama---']
περὶ;['περί'];['r--------']
παράπλῳ;['παράπλοος'];['n-s---md-']
γλώττης;['γλῶσσα'];['n-s---fg-']
πειθομένου;['πείθω'];['v-sppemg-']
ἀρίστους;['ἀγαθός'];['a-p---mas']
μοχθηρῶς;['μοχθηρός'];['d--------']
συνερρωγότος;['συνρρήγνυμι'];['v-srpamg-']
καλεόμενος;['καλέω'];['v-sfpmmn-', 'v-sppemn-', 'v-spppmn-']
βοηθείας;['βοήθεια'];['n-p---fa-', 'n-s---fg-']
Μεσσηνίους;['Μεσσήνιος'];['n-p---ma-']
κατήγορον;['κατήγορος'];['a-s---ma-']
παρῆν;['πάρειμι'];['v3siia---', 'v1siia---', 'v3piia---']
Πύθων;['Πύθων'];['n-s---mn-']
θορυβουμένου;['θορυβέω'];['v-sppemg-']
θάρρει;['θαρσέω'];['v2spma---']
μιγνύντες;['μίγνυμι'];['v-pppamn-']
δεινούς;['δεινός'];['a-p---ma-']
κουριδίας;['κουρίδιος'];['a-p---fa-']
προσδεῖ;['προσδέω'];['v3spia---']
δήλη;['δῆλος'];['a-s---fn-']
κίονος;['κίων'];['n-s---mg-']
Πρῶτις;['Πρῶτις'];['n-s---mn-']
ποτʼ;['ποτέ'];['d--------']
διεκαθέζοντο;['διακαθίζω', 'διακαθέζομαι'];['v3piim---']
καταλλαγὴ;['καταλλαγή'];['n-s---fn-']
Αἰνείου;['Αἰνείας'];['n-s---mg-']
Λακεδαίμονος;['Λακεδαίμων'];['n-s---fg-']
Τυρρηνὸν;['Τυρρηνός'];['a-s---na-', 'n-s---ma-']
παρεσκευάζοντο;['παρασκευάζω'];['v3piie---']
ἀρξαμένω;['ἄρχω'];['v-dapmmn-']
Λακεδαιμονίων;['Λακεδαιμόνιος'];['n-p---mg-']
κατειπὼν;['καταλέγω'];['v-sapamn-']
περιρρόου;['περίρροος'];['a-s---mg-']
μισθούμενον;['μισθόω'];['v-sppema-']
ρι᾽;['ρι᾽'];['m--------']
ὡς;['ὡς'];['d--------', 'r--------', 'c--------']
Ἀμίλκου;['Ἀμίλκας'];['n-s---mg-']
μέτεστιν;['μέτειμι'];['v3spia---']
τιμωρήσεσθε;['τιμωρέω'];['v2pfim---']
ἐπικινδύνως;['ἐπικίνδυνος'];['d--------']
ἀπολεγομένους;['ἀπολέγω'];['v-pppema-']
φρονηματιζομένων;['φρονηματίζομαι'];['v-pppemg-']
νέκυς;['νέκυς'];['n-p---ma-']
Γάιός;['Γάιος'];['n-s---mn-']
ἀναρρηθῇ;['ἀναλέγω'];['v3sasp---']
θείαν;['θεῖος'];['a-s---fa-']
αἴσχιον;['αἰσχρός'];['a-s---nnc', 'a-s---nac']
Ἀθηνέων;['Ἀθηναῖος'];['n-p---mg-']
Γναθαίνιον;['Γναθαίνιος'];['n-s---fa-', 'n-s---mn-', 'n-s---fn-']
σωφρονεστέρους;['σώφρων'];['a-p---mac']
Καλλιστράτῳ;['Καλλίστρατος'];['n-s---md-']
ἐρωμένους;['ἐράω'];['v-pppema-']
εἷρξαι;['ἔργω'];['v--ana---']
συνθεάσασθαι;['συνθεάομαι', 'συνθεάζω'];['v--ane---', 'v--anm---']
Ἀκροπόλεως;['Ἀκρόπολις'];['n-s---fg-']
Λάβου;['Λάβος'];['n-s---mg-']
Ὑδρίᾳ;['Ὑδρία'];['n-s---fd-']
τἀπιτήδει᾽;['ἐπιτήδειος'];['a-p---na-']
κληθεῖσαν;['καλέω'];['v-sappfa-']
ἀδήλους;['ἄδηλος'];['a-p---ma-']
δέον;['δέω'];['v-sppann-', 'v-sppana-']
δεηθεὶς;['δέω'];['v-sappmn-']
καθιερωθῆναι;['καθιερόω'];['v--anp---']
φιλονικούντων;['φιλονεικέω'];['v-pppamg-']
ἐκπέμπει;['ἐκπέμπω'];[]
σωτηρίαν;['σωτηρία'];['n-s---fa-']
λαμπροφωνότατος;['λαμπρόφωνος'];['a-s---mns']
δείσας;['δείδω'];['v-sapamn-']
συνθύουσιν;['συνθύω'];['v3ppia---']
Σαβίνων;['Σαβῖνος'];['n-p---mg-']
Πέρσεων;['Πέρσης'];['n-p---mg-']
βιασθεὶς;['βιάζω'];['v-sappmn-']
πανδοχεῖον;['πανδοκεῖον'];['n-s---na-']
συστάντος;['συνίστημι'];['v-sapamg-']
ἀφέντα;['ἀφίημι'];['v-sapama-']
ἄλκιμον;['ἄλκιμος'];['a-s---nn-']
πλημμυροῦσα;['πλημμυρέω'];['v-sppafn-']
Φαῦνος;['Φαῦνος'];['n-s---mn-']
ἀνάπλουν;['ἀνάπλοος'];['n-s---ma-']
