;id;form;lemma;pos_tag
0;620;Αλεκτρυόνα;['Αλεκτρυών'];['n-s---ma-']
1;11860;Αἰγέος;['Αἰγέος'];['n-s---mg-']
2;8860;Αἰγέστου;['Αἰγέστης', 'Αἴγεστος'];['n-s---mg-']
3;8877;Αἰγέστῃ;['Αἴγεστα'];['n-s---fd-']
4;8780;Αἰγέστῳ;['Αἰγέστης', 'Αἴγεστος'];['n-s---md-']
5;3016;Αἰγίνης;['Αἴγινα'];['n-s---fg-']
6;980;Αἰγίνῃ;['Αἴγινα'];['n-s---fd-']
7;11341;Αἰγαῖαι;['Αἰγαῖαι'];['n-p---fn-']
8;16719;Αἰγηΐδος;['Αἰγηίς'];['n-s---fg-']
9;11339;Αἰγιρόεσσα;['Αἰγιρόεσσα'];['n-s---fn-']
10;20880;Αἰγοσθενεῖ;['Αἰγοσθενεύς'];['a-s---md-']
11;12401;Αἰγυπτίη;['Αἰγύπτιος'];['a-s---fn-']
12;15266;Αἰγυπτίοις;['Αἰγύπτιος'];['n-p---md-']
13;1579;Αἰγυπτίου;['Αἰγύπτιος'];['a-s---ng-']
14;11093;Αἰγυπτίους;['Αἰγύπτιος'];['a-p---ma-']
15;12063;Αἰγυπτίῃσι;['Αἰγύπτιος'];['n-p---fd-']
16;1183;Αἰγύπτου;['Αἴγυπτος'];['n-s---fg-']
17;11170;Αἰγύπτῳ;['Αἴγυπτος'];['n-s---fd-']
18;16872;Αἰγὸς;['Αἴξ'];['n-s---mg-']
19;23355;Αἰγῇδος;['Αἰγηίς'];['n-s---fg-']
20;20345;Αἰγῦτιν;['Αἰγῦτις'];['n-s---fa-']
21;8082;Αἰζειοὶ;['Αἰζειός'];['n-p---mn-']
22;7994;Αἰζειοῦ;['Αἰζειός'];['n-s---mg-']
23;17884;Αἰθίοπας;['Αἰθίοψ'];['n-p---ma-']
24;25217;Αἰκουλάνῳ;['Αἰκούλανον'];['n-s---nd-']
25;9041;Αἰνείαν;['Αἰνείας'];['n-s---fa-', 'n-s---ma-']
26;8888;Αἰνείαο;['Αἰνείας'];['n-s---mg-']
27;8808;Αἰνείεω;['Αἰνείας'];['n-s---mg-']
28;8809;Αἰνείης;['Αἰνείας'];['n-s---mn-']
29;8798;Αἰνείου;['Αἰνείας'];['n-s---mg-']
30;8840;Αἰνειάδος;['Αἰνειάς'];['a-s---fg-']
31;19874;Αἰνιᾶνα;['Αἰνιάν'];['n-s---ma-']
32;22978;Αἰνιᾶνας;['Αἰνιάν'];['n-p---ma-']
33;6653;Αἰνιᾶνες;['Αἰνιάν'];['n-p---mn-']
34;4297;Αἰνιᾶσιν;['Αἰνιάν'];['n-p---md-']
35;3667;Αἰξωνέα;['Αἰξωνεύς'];['n-s---fa-']
36;22770;Αἰξωνέων;['Αἰξωνεύς'];['n-p---mg-']
37;9702;Αἰολέας;['Αἰολεύς'];['n-p---ma-']
38;13201;Αἰολέες;['Αἰολεύς'];['n-p---mn-']
39;11345;Αἰολέων;['Αἰολεύς'];['n-p---mg-']
40;22818;Αἰολίδας;['Αἰολίς'];['n-p---fa-']
41;11329;Αἰολίδες;['Αἰολίς'];['n-p---fn-']
42;22805;Αἰολίδος;['Αἰολίς'];['n-s---fg-']
43;22806;Αἰολὶς;['Αἰολίς'];['n-s---fn-']
44;17072;Αἰσκυλίαις;['Αἰσκυλία'];['n-p---fd-']
45;25271;Αἰσκυλείας;['Αἰσκύλειος'];['a-p---fa-']
46;25274;Αἰσκύλειον;['Αἰσκύλειος'];['a-s---na-']
47;3042;Αἰσωπείᾳ;['Αἰσώπειος'];['n-s---fd-']
48;20579;Αἰτωλίαν;['Αἰτωλία'];['n-s---fa-']
49;19856;Αἰτωλοί;['Αἰτωλός'];['n-p---mn-']
50;20005;Αἰτωλούς;['Αἰτωλός'];['n-p---ma-']
51;19741;Αἰτωλοὶ;['Αἰτωλός'];['n-p---mn-']
52;19857;Αἰτωλοὺς;['Αἰτωλός'];['n-p---ma-']
53;19947;Αἰτωλοῖς;['Αἰτωλός'];['n-p---md-']
54;426;Αἰτωλῶν;['Αἰτωλός'];['n-p---mg-']
55;1547;Αἰόλῳ;['Αἴολος'];['n-s---md-']
56;9000;Αἱμονίας;['Αἱμονία'];['n-s---fg-']
57;2698;Αἲξ;['Αἴξ'];['n-s---fn-', 'n-s---mn-']
58;8871;Αἴγεσταν;['Αἴγεστα'];['n-s---fa-']
59;8865;Αἴγεστος;['Αἴγεστος'];['n-s---mn-']
60;13225;Αἴγυπτον;['Αἴγυπτος'];['n-s---fa-']
61;17448;Αἴγυπτος;['Αἴγυπτος'];['n-s---fn-']
62;18181;Αἴγων;['Αἴγων'];['n-s---mn-']
63;18179;Αἴγωνος;['Αἴγων'];['n-s---mg-']
64;1714;Αἴθραν;['Αἴθρη'];['n-s---fa-']
65;7701;Αἴλιοί;['Αἴλιος'];['n-p---mn-']
66;8828;Αἴνειαν;['Αἴνεια'];['n-s---ma-']
67;19763;Αἴνης;['Αἴνη'];['n-s---fg-']
68;2631;Αἴξ;['Αἴξ'];['n-s---fn-']
69;9593;Αἶαν;['Αἴας'];['n-s---mv-']
70;2629;Αἶγα;['Αἴξ'];['n-s---fa-']
71;14212;Αὐγούστου;['Αὔγουστος'];['n-s---mg-']
72;8578;Αὐεντίνῳ;['Αὐεντῖνος'];['n-s---nd-']
73;9412;Αὐεντῖνον;['Αὐεντῖνος'];['n-s---na-']
74;1852;Αὐλητρίδι;['αὐλητρίς'];['n-s---fd-']
75;22917;Αὐλῶνα;['Αὐλών'];['n-s---ma-']
76;22883;Αὐλῶνος;['Αὐλών'];['n-s---mg-']
77;8447;Αὐρωνίσσους;['Αὐρωνίσσοι'];['n-p---ma-']
78;8629;Αὐσονίαν;['Αὐσονία'];['n-s---fa-']
79;8058;Αὐσόνιος;['Αὐσόνιος'];['a-s---mn-']
80;8060;Αὐσόνων;['Αὐσόνιος'];['n-p---mg-']
81;760;Αὐτοκλέης;['Αὐτοκλέης'];['n-s---mn-']
82;25904;Αὐτοφραδάτην;['Αὐτοφραδάτης'];['n-s---ma-']
83;25902;Αὐτοφραδάτου;['Αὐτοφραδάτης'];['n-s---mg-']
84;2273;Αὔρας;['Αὔρας'];['n-p---ma-']
85;8533;Αὔσονες;['Αὐσόνιος'];['n-p---mn-']
86;11434;Βάκτριον;['Βάκτριον'];['n-s---nn-']
87;7253;Βάκτροις;['Βάκτρος'];['n-p---md-']
88;19922;Βάκτρων;['Βάκτρος'];['n-p---mg-']
89;2822;Βάραθρον;['βάραθρον'];['n-s---fa-']
90;15436;Βάσσου;['Βάσσος'];['n-s---mg-']
91;9042;Βάτειαν;['Βάτεια'];['n-s---fa-']
92;24990;Βέσβιον;['Βέσβιον'];['n-s---na-']
93;9730;Βήλου;['Βῆλος'];['n-s---mg-']
94;11761;Βίαντα;['Βίας'];['n-s---ma-']
95;869;Βίοις;['βίος'];['n-p---md-']
96;1726;Βίου;['βίος'];['n-s---mg-']
97;107;Βίων;['βίος'];['n-p---mg-', 'n-s---mg-']
98;25859;Βαβυλωνίας;['Βαβυλωνία'];['n-s---fg-']
99;12356;Βαβυλωνίη;['Βαβυλώνιος'];['a-s---fn-']
100;12423;Βαβυλωνίην;['Βαβυλώνιος'];['a-s---fa-']
101;10250;Βαβυλωνίης;['Βαβυλώνιος'];['a-s---fg-']
102;22048;Βαβυλωνίοις;['Βαβυλώνιος'];['n-p---md-']
103;11952;Βαβυλωνίου;['Βαβυλώνιος'];['a-s---ng-']
104;14187;Βαβυλωνίους;['Βαβυλώνιος'];['n-p---ma-']
105;12289;Βαβυλώνιοι;['Βαβυλώνιος'];['n-p---mn-']
106;12005;Βαβυλὼν;['Βαβυλών'];['n-s---fn-']
107;12114;Βαβυλῶνα;['Βαβυλών'];['n-s---fa-']
108;17880;Βαβυλῶνας;['Βαβυλών'];['n-p---fa-']
109;12002;Βαβυλῶνι;['Βαβυλών'];['n-s---fd-']
110;11993;Βαβυλῶνος;['Βαβυλών'];['n-s---fg-']
111;18683;Βαβύκαν;['Βαβύκα'];['n-s---fa-']
112;18680;Βαβύκας;['βαβύκα'];['n-s---fg-']
113;12069;Βαβύλῶνι;['Βαβυλών'];['n-s---fd-']
114;3443;Βαγαβάζου;['Βαγάβαζος'];['n-s---mg-']
115;18159;Βαγώαν;['Βαγώας'];['n-s---ma-']
116;18052;Βαγώας;['Βαγώας'];['n-s---mn-']
117;3275;Βαγώου;['Βαγώας'];['n-s---mg-']
118;14348;Βαζαφράνην;['Βαζαφράνης'];['n-s---ma-']
119;14342;Βαζαφράνου;['Βαζαφράνης'];['n-s---mg-']
120;19921;Βακτριανῶν;['Βακτριάνης'];['n-p---mg-']
121;26015;Βακχιαδῶν;['Βακχιάδαι'];['n-p---mg-']
122;16953;Βαλεαρικοῦ;['Βαλεαρικός'];['n-s---mg-']
123;18580;Βαρβάρων;['βάρβαρος'];['n-p---mg-']
124;588;Βασιλέων;['βασιλεύς'];['n-p---fg-']
125;17111;Βασταρνικοὶ;['Βασταρνικός'];['n-p---mn-']
126;8311;Βατία;['βατία'];['n-s---fn-']
127;8834;Βατείας;['Βατεία'];['n-s---fg-']
128;20346;Βελμινᾶτιν;['Βελμινᾶτις'];['n-s---fa-']
129;14941;Βεμέσελιν;['Βεμέσελις'];['n-s---fa-']
130;14494;Βεντίδιος;['Βεντίδιος'];['n-s---mn-']
131;17117;Βηίους;['Βήιοι'];['n-p---ma-']
132;14253;Βηθσουρὸν;['Βηθσουρὸν'];['n-s---na-']
133;890;Βιβλιοθήκης;['βιβλιοθήκη'];['n-s---fg-']
134;24944;Βιθυνία;['Βιθυνία'];['n-s---fn-']
135;25251;Βιθυνίαν;['Βιθυνία'];['n-s---fa-']
136;13199;Βιθυνοί;['Βιθυνός'];['n-p---mn-']
137;22844;Βιθυνοὶ;['Βιθυνός'];['n-p---mn-']
138;22496;Βιθυνοὺς;['Βιθυνός'];['n-p---ma-']
139;16811;Βιθυνοῖς;['Βιθυνός'];['n-p---md-']
140;17917;Βιθυνὸν;['Βιθυνός'];['a-s---ma-']
141;3359;Βιθυνῶν;['Βιθυνός'];['n-p---mg-']
142;3143;Βιττίδα;['Βιττίς'];['n-s---fa-']
143;20167;Βοίους;['Βοῖοι'];['n-p---ma-']
144;20102;Βοίων;['Βοῖοι'];['n-p---mg-']
145;8722;Βοαρίας;['Βοάριος'];['a-s---fg-']
146;19217;Βοιωτίαν;['Βοιωτία'];['n-s---fa-']
147;4212;Βοιωτίας;['Βοιώτιος'];['a-p---fa-']
148;6275;Βοιωτίοις;['Βοιώτιος'];['a-p---md-']
149;6276;Βοιωτίων;['Βοιώτιος'];['a-p---fg-']
150;12498;Βοιωτίῃσι;['Βοιώτιος'];['a-p---fd-']
151;6279;Βοιωτίῳ;['Βοιώτιος'];['a-s---md-']
152;7314;Βοιὸν;['Βοιόν'];['n-s---na-']
153;3320;Βορρᾶς;['Βορέας'];['n-s---mn-']
154;5943;Βοσπορίχω;['Βοσπόριχος'];['n-s---mg-']
155;5958;Βοσπορείῳ;['βοσπορεῖον'];['n-s---nd-']
156;25223;Βουάνων;['Βουανός'];['n-p---mg-']
157;8848;Βουθρωτοῦ;['Βουθρωτός'];['n-s---ng-']
158;8844;Βουθρωτὸν;['Βουθρωτός'];['n-s---na-']
159;17453;Βουκεφαλίαν;['Βουκεφαλία'];['n-s---fa-']
160;14539;Βουλόμενος;['βούλομαι'];['v-sppemn-']
161;18405;Βουσίριδας;['Βούσιρις'];['n-p---fa-']
162;20587;Βούχετον;['Βούχετος'];['n-s---ma-']
163;20078;Βοῖοι;['Βοῖοι'];['n-p---mn-']
164;10158;Βοῦσαι;['Βοῦσαι'];['n-p---mn-']
165;11518;Βραγχίδας;['Βραγχίδαι'];['n-p---ma-']
166;11512;Βραγχίδῃσι;['Βραγχίδαι'];['n-p---md-']
167;18583;Βρασίδαν;['Βρασίδης'];['n-s---ma-']
168;22682;Βρασίδας;['Βρασίδης'];['n-s---mn-']
169;18524;Βρασίδου;['Βρασίδης'];['n-s---mg-']
170;3654;Βραχύλλου;['Βράχυλλος'];['n-s---mg-']
171;19550;Βρεντεσίνων;['Βρεντεσῖνος'];['n-p---mg-']
172;16987;Βρεντεσίου;['Βρεντέσιον'];['n-s---ng-']
173;17146;Βρεττίων;['Βρέττιος'];['n-p---mg-']
174;21236;Βρεττιανήν;['Βρεττιανή'];['n-s---fa-']
175;1875;Βρισηίδα;['Βρισηίς'];['n-s---fa-']
176;3198;Βρομίου;['βρόμιος'];['n-s---mg-']
177;3326;Βρομιάδι;['Βρομιάς'];['n-s---fd-']
178;15442;Βρούτου;['Βροῦτος'];['n-s---mg-']
179;25506;Βρούτῳ;['Βροῦτος'];['n-s---md-']
180;9259;Βροῦτον;['Βροῦτος'];['n-s---ma-']
181;3912;Βρυτίδας;['Βρυτίδαι'];['n-p---ma-']
182;3925;Βρυτιδῶν;['Βρυτίδαι'];['n-p---mg-']
183;726;Βυζάντιον;['Βυζάντιος'];['a-s---ma-', 'n-s---na-', 'n-s---nn-']
184;5688;Βυζαντίου;['Βυζάντιος'];['n-s---ng-']
185;415;Βυζαντίων;['Βυζάντιος'];['n-p---mg-']
186;7161;Βυζαντίῳ;['Βυζάντιος'];['n-s---nd-']
187;2454;Βόας;['Βόας'];['n-s---fn-']
188;15166;Γάβαλα;['Γάβαλα'];['n-s---fn-']
189;17190;Γάζῃ;['Γάζα'];['n-s---fd-']
190;25142;Γάιον;['Γάιος'];['n-s---ma-']
191;25144;Γάιος;['Γάιος'];['n-s---mn-']
192;25359;Γάιός;['Γάιος'];['n-s---mn-']
193;20475;Γάλλοι;['Γάλλος'];['n-p---mn-']
194;25000;Γάργανον;['Γάργανον'];['n-s---na-']
195;19984;Γάϊον;['Γάιος'];['n-s---ma-']
196;7962;Γάϊος;['Γάιος'];['n-s---mn-']
197;7702;Γέλλιοι;['Γέλλιος'];['n-p---mn-']
198;7225;Γέλων;['Γέλων'];['n-s---mn-']
199;1482;Γέλωτι;['Γέλως'];['n-s---md-']
200;19457;Γέλωτος;['Γέλως'];['n-s---mg-']
201;22812;Γέργιθα;['Γέργιθος'];['n-s---fa-']
202;341;Γέργιθας;['Γέργιθος'];['n-p---fa-']
203;24532;Γαΐου;['Γάιος'];['n-s---mg-']
204;25148;Γαΐῳ;['Γάιος'];['n-s---md-']
205;15126;Γαβίνιος;['Γαβίνιος'];['n-s---mn-']
206;9477;Γαβίους;['Γάβιος'];['n-p---ma-']
207;14926;Γαδάρων;['Γάδαρα'];['n-p---ng-']
208;22039;Γαδάτᾳ;['Γαδάτας'];['n-s---fd-', 'n-s---md-']
209;15075;Γαδαρεῖ;['Γαδαρεύς'];['a-s---md-']
210;20125;Γαισάται;['Γαισάται'];['n-p---mn-']
211;20115;Γαισάτους;['Γαισάται'];['n-p---ma-']
212;20186;Γαισάτων;['Γαισάται'];['n-p---mg-']
213;20053;Γαλάται;['Γαλάται'];['n-p---mn-', 'n-s---md-']
214;20091;Γαλάταις;['Γαλάται'];['n-p---md-']
215;14672;Γαλάτας;['Γαλάται'];['n-p---ma-']
216;2818;Γαλήνας;['Γαλήνη'];['n-s---fg-']
217;14934;Γαλααδίτας;['Γαλααδίτης'];['n-p---ma-']
218;22968;Γαλαξιδώρῳ;['Γαλαξίδωρος'];['n-s---md-']
219;24910;Γαλατίαν;['Γαλατία'];['n-s---fa-']
220;24512;Γαλατίας;['Γαλατία'];['n-s---fg-']
221;24511;Γαλατίᾳ;['Γαλατία'];['n-s---fd-']
222;3139;Γαλατείη;['Γαλάτεια'];['n-s---fn-']
223;24740;Γαλατῶν;['Γαλάται'];['n-p---mg-']
224;17205;Γανδρίδαις;['Γανδρίδαι'];['n-p---md-']
225;2106;Γανυμήδη;['Γανυμήδη'];['n-s---fn-']
226;17411;Γεδρωσίων;['Γεδρώσιοι'];['n-p---mg-']
227;2702;Γελοίων;['γέλοιος'];['a-p---ng-']
228;9111;Γενεθλίους;['γενέθλιος'];['n-p---ma-']
229;7318;Γεράνειαν;['Γεράνεια'];['n-s---fa-']
230;345;Γεργίθων;['Γέργιθος'];['n-p---mg-']
231;10846;Γερμάνιοι;['Γερμάνιος'];['n-p---mn-']
232;2250;Γεροντομανίᾳ;['γεροντομανία'];['n-s---fd-']
233;1427;Γηρυτάδῃ;['Γηρυτάδης'];['n-s---md-']
234;14527;Γιτθὰ;['Γιτθά'];['n-s---fn-']
235;25515;Γλάνιν;['Γλάνις'];['n-s---ma-']
236;24731;Γλαυκίαν;['Γλαυκίας'];['n-s---ma-']
237;24734;Γλαυκίας;['Γλαυκίας'];['n-p---ma-', 'n-s---mn-']
238;24765;Γλαυκίου;['Γλαυκίας'];['n-s---mg-']
239;5847;Γλαύκου;['Γλαῦκος'];['n-s---mg-']
240;2676;Γλυκέρα;['Γλυκέρα'];['n-s---fn-']
241;2761;Γλυκέραν;['Γλυκέρα'];['n-s---fa-']
242;2674;Γλυκέρας;['Γλυκέρα'];['n-s---fg-']
243;2618;Γλυκέριον;['Γλυκέριον'];['n-s---fn-']
244;853;Γλυκεῖ;['Γλυκύς'];['a-s---md-']
245;20564;Γνάιον;['Γνάιος'];['n-s---ma-']
246;20021;Γνάιος;['Γνάιος'];['n-s---mn-']
247;19834;Γνάϊον;['Γνάιος'];['n-s---ma-']
248;20218;Γναΐου;['Γνάιος'];['n-s---mg-']
249;20693;Γναΐῳ;['Γνάιος'];['n-s---md-']
250;2584;Γναθαίνιον;['Γναθαίνιος'];['n-s---fa-', 'n-s---fn-', 'n-s---mn-']
251;2580;Γναθαινίου;['Γναθαίνιος'];['n-s---fg-']
252;2599;Γναθαινίῳ;['Γναθαίνιος'];['n-s---fd-']
253;16964;Γνώμης;['γνώμη'];['n-s---fg-']
254;22462;Γνώσιος;['Γνώσιος'];['n-s---mg-']
255;22803;Γογγύλῳ;['Γόγγυλος'];['n-s---md-']
256;20075;Γονομάνοι;['Γονομάνος'];['n-p---mn-']
257;25747;Γοργίας;['Γοργίας'];['n-s---mn-']
258;2118;Γοργίου;['Γοργίας'];['n-s---mg-']
259;19305;Γοργοῦς;['Γοργώ'];['n-s---fg-']
260;10010;Γορδίεω;['Γορδίης'];['n-s---mg-']
261;22509;Γορδείῳ;['Γόρδιον'];['n-s---nd-']
262;14258;Γοφνιτικὴν;['Γοφνιτική'];['n-s---fa-']
263;17184;Γράνικον;['Γράνικος'];['n-s---ma-']
264;17162;Γράνικος;['Γράνικος'];['n-s---mn-']
265;24634;Γρακχείοις;['Γράκχειος'];['a-p---md-']
266;24729;Γρακχείου;['Γράκχειος'];['a-s---mg-']
267;24621;Γρακχείων;['Γράκχειος'];['a-p---mg-']
268;18278;Γρανίκου;['Γράνικος'];['n-s---mg-']
269;3350;Γραφῇ;['γραφή'];['n-s---fd-']
270;2667;Γρυμέα;['γρυμέα'];['n-s---fn-']
271;830;Γρυπὸν;['γρυπός'];['a-s---ma-']
272;11343;Γρύνεια;['Γρύνεια'];['n-s---fn-']
273;10022;Γυγάδας;['Γυγάδας'];['a-s---mn-']
274;22514;Γυθείου;['Γυθεῖον'];['n-s---ng-']
275;18662;Γυμνοσοφισταῖς;['Γυμνοσοφισταί'];['n-p---md-']
276;22279;Γωβρύα;['Γωβρύας'];['n-s---mv-']
277;22257;Γωβρύαν;['Γωβρύας'];['n-s---ma-']
278;22022;Γωβρύας;['Γωβρύας'];['n-s---mn-']
279;22282;Γωβρύου;['Γωβρύας'];['n-s---mg-']
280;22038;Γωβρύᾳ;['Γωβρύας'];['n-s---fd-', 'n-s---md-']
281;9849;Γύγεα;['Γύγης'];['n-s---ma-']
282;9962;Γύγεω;['Γύγης'];['n-s---mg-']
283;9773;Γύγη;['Γύγης'];['n-s---mv-']
284;9772;Γύγην;['Γύγης'];['n-s---ma-']
285;9760;Γύγης;['Γύγης'];['n-s---mn-']
286;9763;Γύγῃ;['Γύγης'];['n-s---md-']
287;6841;Γύθειον;['Γυθεῖον'];['n-s---na-']
288;12279;Γύνδην;['Γύνδης'];['n-s---ma-']
289;8505;Γῆς;['Γῆ'];['n-s---fg-']
290;22230;Γῇ;['Γῆ'];['n-s---fd-']
291;10850;Δάοι;['Δάοι'];['n-p---mn-']
292;15262;Δέλτα;['Δέλτα'];['n-s---na-']
293;1731;Δέρδα;['Δέρδας'];['n-s---mg-']
294;25110;Δήλῳ;['Δῆλος'];['n-s---fd-']
295;2555;Δήμητρα;['Δημήτηρ'];['n-s---fa-']
296;16726;Δήμητραν;['Δημήτηρ'];['n-s---fa-']
297;3470;Δήμητρι;['Δημήτηρ'];['n-s---fd-']
298;25462;Δήμητρος;['Δημήτηρ'];['n-s---fg-']
299;3088;Δήμητρᾳ;['Δημήτηρ'];['n-s---fa-']
300;5971;Δήμου;['δῆμος'];['n-s---mg-']
301;6017;Δίʼ;['Ζεύς'];['n-s---ma-']
302;1455;Δία;['Ζεύς'];['n-p---na-', 'n-p---nn-', 'n-p---nv-', 'n-s---fn-', 'n-s---ma-']
303;3066;Δίδραχμον;['δίδραχμος'];['a-s---fa-']
304;1020;Δίκῃ;['δίκη'];['n-s---fd-']
305;1902;Δίνων;['Δίνων'];['n-s---mn-']
306;691;Δί᾽;['Ζεύς'];['n-p---na-', 'n-p---nn-', 'n-p---nv-', 'n-s---ma-', 'n-s---mv-']
307;14277;Δαγὼν;['Δαγών'];['n-s---mn-']
308;432;Δαιταλεῦσιν;['δαιταλεύς'];['n-p---md-']
309;3334;Δαμίππῳ;['Δάμιππος'];['n-s---md-']
310;6949;Δαμαρέτῃ;['Δαμαρέτη'];['n-s---fd-']
311;2369;Δαμασάνδραν;['Δαμασάνδρα'];['n-s---fa-']
312;14678;Δαμασκόν;['Δαμασκός'];['n-s---fa-']
313;18100;Δαμασκὸν;['Δαμασκός'];['n-s---ma-']
314;9169;Δαμαστὴς;['Δαμαστής'];['n-s---mn-']
315;15825;Δαμνίππου;['Δάμνιππος'];['n-s---mg-']
316;3179;Δαναίσιν;['Δαναίδες'];['n-p---fd-']
317;12233;Δαρδανέων;['Δαρδάνεος'];['n-p---mg-']
318;19969;Δαρδανεῖς;['Δαρδανεύς'];['n-p---ma-']
319;12085;Δαρείου;['Δαρεῖος'];['n-s---mg-']
320;12205;Δαρείῳ;['Δαρεῖος'];['n-s---md-']
321;8787;Δασκυλῖτιν;['Δασκυλῖτις'];['n-s---fa-']
322;9761;Δασκύλου;['Δάσκυλος'];['n-s---mg-']
323;22222;Δατάμας;['Δατάμης'];['n-s---mn-']
324;3325;Δεινιάδου;['Δεινιάδας'];['n-s---mg-']
325;18080;Δεινομένους;['Δεινομένης'];['n-s---mg-']
326;16850;Δεκέλεια;['Δεκέλεια'];['n-s---fn-']
327;16740;Δεκέλειαν;['Δεκέλεια'];['n-s---fa-']
328;22976;Δεκελείᾳ;['Δεκέλεια'];['n-s---fd-']
329;16216;Δεκελειέων;['Δεκέλεια'];['n-p---fg-', 'n-p---mg-']
330;13731;Δελφούς;['Δελφοί'];['n-p---ma-']
331;6751;Δελφοὶ;['Δελφοί'];['n-p---mn-']
332;13627;Δελφοὺς;['Δελφοί'];['n-p---ma-']
333;2911;Δελφοῖς;['Δελφοί'];['n-p---md-']
334;9956;Δελφοῖσι;['Δελφοί'];['n-p---md-']
335;13788;Δελφὸν;['Δελφός'];['n-s---ma-']
336;10020;Δελφῶν;['Δελφοί'];['n-p---mg-']
337;2560;Δεξιθέας;['Δεξιθέη'];['n-s---fg-']
338;2558;Δεξιθέᾳ;['Δεξιθέη'];['n-s---fd-']
339;19335;Δερκυλλίδαν;['Δερκυλλίδας'];['n-s---ma-']
340;335;Δεσμώτιδι;['δεσμῶτις'];['n-s---fd-']
341;8006;Δηιάνειρα;['Δηιάνειρα'];['n-s---fn-']
342;8008;Δηιανείρας;['Δηιάνειρα'];['n-s---fg-']
343;8172;Δηιανείρης;['Δηιάνειρα'];['n-s---fg-']
344;10050;Δηιόκεω;['Δηιόκης'];['n-s---mg-']
345;6682;Δημάρατον;['Δημάρατος'];['n-s---ma-']
346;17529;Δημάρατος;['Δημάρατος'];['n-s---mn-']
347;8091;Δημήτηρ;['Δημήτηρ'];['n-s---fn-']
348;2479;Δημήτριον;['Δημήτριος'];['a-s---ma-', 'n-s---ma-']
349;719;Δημήτριος;['Δημήτριος'];['n-s---mn-']
350;9165;Δημαγόρᾳ;['Δημαγόρας'];['n-s---md-']
351;20886;Δημαράτου;['Δημάρατος'];['n-s---mg-']
352;14944;Δημητρίου;['Δημήτριος'];['n-s---mg-']
353;723;Δημητρίων;['Δημήτριος'];['n-p---ng-']
354;932;Δημητρίῳ;['Δημήτριος'];['n-s---md-']
355;16364;Δημοδόκου;['Δημόδοκος'];['n-s---mg-']
356;2700;Δημοκλέους;['Δημοκλέης'];['n-s---mg-']
357;5095;Δημοσθένους;['Δημοσθένης'];['n-s---mg-']
358;23815;Δημοφίλου;['Δημόφιλος'];['n-s---mg-']
359;3693;Δημοχάρους;['Δημοχάρης'];['n-s---mg-']
360;10845;Δηρουσιαῖοι;['Δηρουσιαῖοι'];['n-p---mn-']
361;16954;Διαδημάτα;['Διαδημάτας'];['n-s---mg-']
362;2011;Διθυράμβῳ;['διθύραμβος'];['n-s---md-']
363;24097;Διιπολείοις;['Διιπόλεια'];['n-p---nd-']
364;25807;Δικαία;['δίκαιος'];['a-s---fn-']
365;26016;Διοκλέους;['Διοκλέης'];['n-s---mg-']
366;18541;Διομήδους;['Διομήδης'];['n-s---mg-']
367;23534;Διονυσίοις;['Διονύσια'];['n-p---nd-']
368;868;Διονυσίου;['Διονύσιος'];['n-s---mg-', 'n-s---ng-']
369;922;Διονυσίων;['Διονύσια'];['n-p---ng-']
370;799;Διονυσοκόλακες;['Διονυσοκόλακες'];['n-p---mn-']
371;2363;Διονύσιόν;['Διονύσιος'];['a-s---nn-']
372;7791;Διονύσιός;['Διονύσιος'];['n-s---mn-']
373;632;Διονύσου;['Διόνυσος'];['n-s---mg-']
374;647;Διονύσῳ;['Διόνυσος'];['n-s---md-']
375;8839;Διορύκτου;['Διόρυκτος'];['n-s---mg-']
376;19039;Διοσκορίδης;['Διοσκορίδης'];['n-s---mn-']
377;25243;Διοσκούροις;['Διόσκοροι'];['n-p---md-']
378;24713;Διοσκούρων;['Διόσκοροι'];['n-p---mg-']
379;5565;Διοτίμου;['Διότιμος'];['n-s---mg-']
380;5400;Διοφάντου;['Διόφαντος'];['n-s---mg-']
381;1418;Διόνυσον;['Διόνυσος'];['n-s---ma-']
382;5710;Διώνδου;['Διώνδας'];['n-s---mg-']
383;14773;Διὰ;['Ζεύς', 'διά'];['n-s---ma-', 'r--------']
384;10976;Διὶ;['Ζεύς'];['n-s---md-']
385;14649;Διὸ;['διό'];['d--------']
386;8002;Διὸς;['Ζεύς'];['n-s---mg-']
387;20575;Δολοπίαν;['Δολοπία'];['n-s---fa-']
388;5890;Δολόπων;['Δόλοπες'];['n-p---mg-']
389;5905;Δορίσκον;['Δορίσκος'];['n-s---ma-']
390;17301;Δοῦρις;['Δοῦρις'];['n-s---mn-']
391;8856;Δρέπανα;['Δρέπανον'];['n-p---na-']
392;2205;Δρακοντείων;['Δρακόντειος'];['a-p---mg-']
393;10852;Δροπικοὶ;['Δροπικοί'];['n-p---mn-']
394;4484;Δροσίδα;['Δροσίς'];['n-s---fa-']
395;14717;Δρούσιον;['Δρούσιον'];['n-s---nn-']
396;13816;Δρυοπίδος;['Δρυοπίς'];['n-s---fg-']
397;20326;Δυμαίᾳ;['Δυμαία'];['n-s---fd-']
398;8319;Δωδωναίοις;['Δωδωναῖος'];['a-p---md-']
399;3043;Δωρίχα;['Δωρίχα'];['n-s---fv-']
400;3039;Δωρίχαν;['Δωρίχα'];['n-s---fa-', 'n-s---fg-']
